gene_id	gene_id_base	featurecounts_gene_length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	CLIP-35L33G_raw	CLIP-35L33G_cpm	RNA-control_raw	RNA-control_cpm	RNA-siLin28a_raw	RNA-siLin28a_cpm	RNA-siLuc_raw	RNA-siLuc_cpm	RPF-siLin28a_raw	RPF-siLin28a_cpm	RPF-siLuc_raw	RPF-siLuc_cpm	total_CLIP_enrichment_featureCounts	delta_rd	rna_expression_cpm	log_rna_expression	log_featurecounts_gene_length	response_eligible	baseline_eligible	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds	chrom	strand	transcript_length	cds_length	utr_length	clip_points_5utr_cpm	rna_control_reads_5utr_cpm	E_5utr	clip_points_cds_cpm	rna_control_reads_cds_cpm	E_cds	clip_points_3utr_cpm	rna_control_reads_3utr_cpm	E_3utr	clip_points_total	rna_control_total	clip_points_total_cpm	rna_control_total_cpm	total_CLIP_amount_point	f_5utr	raw_f_5utr	f_cds	raw_f_cds	f_3utr	raw_f_3utr	has_all_regions	composition_eligible	log_transcript_length
ENSMUSG00000028273.16	ENSMUSG00000028273	8877	469	292	756	679	207	453	469.0	34.40700553043094	292.0	56.14481979435614	756.0	61.27272196772971	679.0	69.64969077691408	207.0	19.356355364730774	453.0	35.0286124996472	-0.7048309446019498	-0.6678158594233606	62.35574417966664	5.964762360370184	13.116018993325094	True	True	Pdlim5	ENSMUST00000029941.16	326	12	124	160	13	144	3093	150	1773	chr3	-	5016	1773	3243	0.6382273278517406	1.6243449828856513	0.42812043713917053	6.595015721134653	17.99274442581029	0.3700387052162107	17.33850907330562	19.991938250900326	0.8679356294818493	462	317	24.571752122292015	39.609027659596265	-0.6866068589048935	0.25696043488995224	0.025974025974025976	0.22209943364035817	0.2683982683982684	0.5209401314696895	0.7056277056277056	True	True	12.292609222764296
ENSMUSG00000105504.5	ENSMUSG00000105504	6637	9	0	0	3	0	1	9.0	0.6602623662556044	0.0	0.0	0.0	0.0	3.0	0.30773059253423013	0.0	0.0	1.0	0.07732585540760971	2.9264973779979835	1.2012133010233974	0.10257686417807671	-2.3034586781100606	12.6965329140783	False	False	Gbp5	ENSMUST00000090127.7	0	0	9	0	0	0	1185	100	1770	chr3	+	3055	1770	1285	0.0	0.0	1.0	0.4786704958888055	0.0	5.786704958888055	0.0	0.0	1.0	9	0	0.4786704958888055	0.0	2.5327420886908425	0.12842402598785513	0.0	0.7431519480242897	1.0	0.12842402598785513	0.0	True	False	11.57742882803575
ENSMUSG00000040253.16	ENSMUSG00000040253	5614	6	4	4	5	0	0	6.0	0.44017491083706967	4.0	0.769107120470632	4.0	0.32419429612555395	5.0	0.5128843208903836	0.0	0.0	0.0	0.0	-0.6861073717149597	0.5308895755425822	0.5353952458288566	-0.6542737993666331	12.455070307287963	False	False	Gbp7	ENSMUST00000045097.11	15	0	4	3	0	1	3578	122	1914	chr3	+	5614	1914	3700	0.0	0.0	1.0	0.2127424426172469	0.12494961406812703	1.3902777469203902	0.7977841598146758	0.3748488422043811	1.8906735786632873	19	4	1.0105266024319226	0.49979845627250813	0.8886942385592426	0.23359293856574206	0.0	0.324759064325693	0.21052631578947367	0.441647997108565	0.7894736842105263	True	False	12.455070307287963
ENSMUSG00000028268.15	ENSMUSG00000028268	3265	0	1	3	2	1	2	0.0	0.0	1.0	0.192276780117658	3.0	0.2431457220941655	2.0	0.20515372835615342	1.0	0.09350896311464142	2.0	0.15465171081521942	-1.5473352190182752	-0.5654101695452489	0.21352541018932567	-1.6733457214978888	11.673309075561695	False	False	Gbp3	ENSMUST00000106221.8	0	0	0	0	0	0	518	304	1860	chr3	+	2682	1860	822	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.389631339260522
ENSMUSG00000040264.11	ENSMUSG00000040264	2823	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.15465171081521942	0.0	-1.348525409661686	0.0	-3.321928094887362	11.46352437327118	False	False	Gbp2b	ENSMUST00000029936.5	0	0	0	0	0	0	977	79	1767	chr3	+	2823	1767	1056	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.46352437327118
ENSMUSG00000028270.13	ENSMUSG00000028270	2516	0	0	4	0	0	0	0.0	0.0	0.0	0.0	4.0	0.32419429612555395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.084725221984211	0.10806476537518465	-2.2648954216083244	11.29748950116098	False	False	Gbp2	ENSMUST00000165774.8	0	0	0	0	0	0	518	231	1767	chr3	+	2516	1767	749	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.29748950116098
ENSMUSG00000040213.14	ENSMUSG00000040213	9518	81	155	792	348	171	254	81.0	5.94236129630044	155.0	29.802900918236993	792.0	64.19047063285969	348.0	35.69674873397069	171.0	15.990032692603684	254.0	19.64076727353287	-2.3071010927735864	-1.139787159666437	43.23004009502247	5.437295666481297	13.216594306638793	True	True	Kyat3	ENSMUST00000106218.8	0	2	63	17	17	155	397	126	1365	chr3	+	1888	1365	523	0.10637122130862345	2.1241434391581597	0.09278683095490241	3.3506934712216387	19.36719018055969	0.17725688397843709	0.0	2.1241434391581597	0.044961128962909915	65	189	3.457064692530262	23.615477058876007	-2.7370697717370867	0.29455683857821197	0.03076923076923077	0.5627116135294057	0.9692307692307692	0.14273154789238224	0.0	True	True	10.88340698638837
ENSMUSG00000028271.10	ENSMUSG00000028271	4589	256	242	642	389	246	522	256.0	18.78079619571497	242.0	46.530980788473244	642.0	52.033184528151416	389.0	39.90240016527184	246.0	23.00320492620179	522.0	40.36409652277227	-1.304369170310114	-1.190664808061105	46.155521827298834	5.531553694837307	12.16427843830117	True	True	Gtf2b	ENSMUST00000029938.10	61	0	170	34	11	269	280	227	948	chr3	+	1455	948	507	0.0	1.3744457547493973	0.06782209496543763	9.041553811232992	33.61144618432617	0.27117062143371573	3.2443222499130147	4.2482868783163195	0.7691126053780414	231	314	12.285876061146007	39.234178817391886	-1.6670875497048865	0.06120545911345648	0.0	0.24471556638570105	0.7359307359307359	0.6940789745008424	0.26406926406926406	True	True	10.507794640198696
ENSMUSG00000004591.17	ENSMUSG00000004591	12877	9324	1098	2401	2591	363	514	9324.0	684.0318114408062	1098.0	211.1199045691885	2401.0	194.59762624936377	2591.0	265.7766550853968	363.0	33.94375361061484	514.0	39.745489679511394	1.695528520193657	0.22249550201449128	223.83139530131635	7.806912998761382	13.652620934638165	True	True	Pkn2	ENSMUST00000043812.15	2205	2	6996	269	25	1053	2912	346	2949	chr3	-	6207	2949	3258	0.10637122130862345	3.1237403517031757	0.06401608032718666	372.0865321375648	131.57194361373777	2.8266198699806644	117.27427149275734	33.61144618432617	3.481733499387203	9203	1347	489.4671748516307	168.3071301497671	1.5395536079228627	0.01004588337706159	0.00021732043898728675	0.443574386622535	0.760186895577529	0.5463797300004034	0.23959578398348363	True	True	12.599912842187127
ENSMUSG00000028266.18	ENSMUSG00000028266	3530	59	46	149	106	55	78	59.0	4.328386623231184	46.0	8.844731885412267	149.0	12.076237530676885	106.0	10.873147602876132	55.0	5.142992971305278	78.0	6.0314167217935575	-1.0142570556808743	-0.37592084056438674	10.59803900632176	3.4192744639312482	11.7858611057596	True	True	Lmo4	ENSMUST00000120539.8	37	0	22	13	11	23	770	404	495	chr3	-	1669	495	1174	0.0	1.3744457547493973	0.06782209496543763	1.1700834343948578	2.8738411235669217	0.4270851675060161	1.9678675942095338	1.6243449828856513	1.1992191903206082	59	47	3.1379510286043915	5.87263186120197	-0.8832856340273839	0.04003366741228859	0.0	0.252097573237313	0.3728813559322034	0.7078687593503985	0.6271186440677966	True	True	10.705632387361415
ENSMUSG00000040151.10	ENSMUSG00000040151	8209	1922	339	745	702	395	354	1922.0	141.0026964381413	339.0	65.18182845988606	745.0	60.38118765338442	702.0	72.00895865300986	395.0	36.93604043028336	354.0	27.37335281429384	1.1119921867324112	0.6845889186934435	65.85732492209344	6.043460982445469	13.003166506665167	True	True	Hs2st1	ENSMUST00000043325.9	1339	11	548	230	13	122	4785	324	1068	chr3	-	6177	1068	5109	0.5850417171974289	1.6243449828856513	0.39727648701191304	29.145714638562826	15.243852916311498	1.9060215708580444	71.2155326661234	28.73841123566922	2.4729355609547485	1898	365	100.94628902188364	45.60660913486636	1.1445416410616407	0.08317777535967165	0.005795574288724974	0.39906372321190214	0.28872497365648053	0.517758501428426	0.7054794520547946	True	True	12.592924155627637
ENSMUSG00000037072.17	ENSMUSG00000037072	5819	2949	506	1278	1433	1459	1472	2949.0	216.34596867641974	506.0	97.29205073953494	1278.0	103.5800776121145	1433.0	146.99264636718394	1459.0	136.42957718426183	1472.0	113.8236591600015	1.152131002829505	0.7657325537760306	115.95492490627778	6.858663935956516	12.506803437795647	True	True	Selenof	ENSMUST00000082437.11	1064	13	1845	270	9	286	729	299	486	chr3	+	1514	486	1028	0.6914129385060525	1.1245465266131431	0.6462906237584506	98.12745165720513	35.73558962348433	2.7410586148925313	56.589489736187666	33.7363957983943	1.6753997699387906	2922	565	155.40835433189883	70.59653194849176	1.1372807381389574	0.12765606642990082	0.004449007529089665	0.5414170463994723	0.6314168377823408	0.33092688717062685	0.36413415468856947	True	True	10.565102078360313
ENSMUSG00000037062.14	ENSMUSG00000037062	7467	657	162	518	526	192	313	657.0	48.19915273665912	162.0	31.1488383790606	518.0	41.98316134825924	526.0	53.95543055766836	192.0	17.953720918011154	313.0	24.20299274258184	0.6281953204330719	-0.06764129530848224	42.36247676166273	5.408116618451818	12.866506212226202	True	True	Sh3glb1	ENSMUST00000163279.6	240	0	354	40	9	118	2584	282	1095	chr3	-	3961	1095	2866	0.0	1.1245465266131431	0.08166288321978299	18.82770617162635	14.744054460038988	1.275103525292283	12.764546557034812	4.997984562725081	2.5234573386307364	594	167	31.592252728661165	20.866585549377213	0.5960382773269736	0.021045921199754354	0.0	0.32861597897059514	0.5959595959595959	0.6503380998296504	0.40404040404040403	True	True	11.952013164889486
ENSMUSG00000056025.13	ENSMUSG00000056025	3899	32	4	3	8	0	2	32.0	2.3475995244643713	4.0	0.769107120470632	3.0	0.2431457220941655	8.0	0.8206149134246137	0.0	0.0	2.0	0.15465171081521942	1.493761613703963	0.07525103480672937	0.6109559186631371	-0.4921679835625218	11.929258408636972	False	False	Clca3a1	ENSMUST00000059091.6	10	0	0	24	0	0	699	119	2706	chr3	-	3524	2706	818	0.0	0.0	1.0	0.0	0.0	1.0	0.5318561065431172	2.9987907376350487	0.2039040903502056	10	24	0.5318561065431172	2.9987907376350487	-2.294037378538405	0.4537402532072517	0.0	0.4537402532072517	0.0	0.09251949358549662	1.0	True	False	11.783407542173519
ENSMUSG00000028262.14	ENSMUSG00000028262	3974	0	0	3	0	1	1	0.0	0.0	0.0	0.0	3.0	0.2431457220941655	0.0	0.0	1.0	0.09350896311464142	1.0	0.07732585540760971	0.0	-1.6528238842635312	0.0810485740313885	-2.4655512809340605	11.95673914505908	False	False	Clca3a2	ENSMUST00000029929.12	0	0	0	1	0	0	923	25	2706	chr3	-	3654	2706	948	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.12494961406812703	0.44454399450409615	0	1	0.0	0.12494961406812703	-1.1696018917781419	0.40907424953211424		0.40907424953211424		0.18185150093577146		True	False	11.8356556908398
ENSMUSG00000037033.10	ENSMUSG00000037033	3361	22	3	15	6	0	2	22.0	1.6139746730692555	3.0	0.5768303403529741	15.0	1.2157286104708274	6.0	0.6154611850684603	0.0	0.0	2.0	0.15465171081521942	1.3404796444217202	-2.227441945448706	0.8026733786307538	-0.14772403439173742	11.715104009236168	False	False	Clca3b	ENSMUST00000159989.2	0	0	15	0	0	3	157	72	3132	chr3	-	3361	3132	229	0.0	0.0	1.0	0.7977841598146758	0.3748488422043811	1.8906735786632873	0.0	0.0	1.0	15	3	0.7977841598146758	0.3748488422043811	0.9189003061255003	0.25702490321574817	0.0	0.4859501935685036	1.0	0.25702490321574817	0.0	True	False	11.715104009236168
ENSMUSG00000074195.4	ENSMUSG00000074195	2997	1	0	0	3	0	0	1.0	0.0733624851395116	0.0	0.0	0.0	0.0	3.0	0.30773059253423013	0.0	0.0	0.0	0.0	0.7937917396283939	2.0276162080935745	0.10257686417807671	-2.3034586781100606	11.54978466794786	False	False	Clca4b	ENSMUST00000098549.4	0	0	1	0	0	0	192	30	2775	chr3	-	2997	2775	222	0.0	0.0	1.0	0.053185610654311724	0.0	1.5318561065431173	0.0	0.0	1.0	1	0	0.053185610654311724	0.0	0.6152807854309859	0.2831372428076557	0.0	0.43372551438468865	1.0	0.2831372428076557	0.0	True	False	11.54978466794786
ENSMUSG00000068547.8	ENSMUSG00000068547	3004	0	5	2	2	0	0	0.0	0.0	5.0	0.96138390058829	2.0	0.16209714806277697	2.0	0.20515372835615342	0.0	0.0	0.0	0.0	-3.407874665654005	0.21943456184290344	0.4428782590024068	-0.881299386406909	11.553149275598548	False	False	Clca4a	ENSMUST00000029923.10	0	0	0	0	0	0	198	34	2772	chr3	-	3004	2772	232	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.553149275598548
ENSMUSG00000028255.7	ENSMUSG00000028255	3777	0	1	2	0	1	0	0.0	0.0	1.0	0.192276780117658	2.0	0.16209714806277697	0.0	0.0	1.0	0.09350896311464142	0.0	0.0	-1.5473352190182752	-0.4377012635594045	0.11812464272681167	-2.1967753265985586	11.88340698638837	False	False	Clca1	ENSMUST00000029919.7	0	0	0	0	0	1	885	31	2739	chr3	-	3655	2739	916	0.0	0.0	1.0	0.0	0.12494961406812703	0.44454399450409615	0.0	0.0	1.0	0	1	0.0	0.12494961406812703	-1.1696018917781419	0.40907424953211424		0.18185150093577146		0.40907424953211424		True	False	11.83605035505807
ENSMUSG00000036960.11	ENSMUSG00000036960	4646	0	0	1	0	1	1	0.0	0.0	0.0	0.0	1.0	0.08104857403138849	0.0	0.0	1.0	0.09350896311464142	1.0	0.07732585540760971	0.0	-0.7303793291159949	0.027016191343796164	-2.9769156791301907	12.182083929510725	False	False	Clca2	ENSMUST00000040465.11	0	0	0	0	0	0	1020	140	2826	chr3	-	3986	2826	1160	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.96108788999733
ENSMUSG00000028256.17	ENSMUSG00000028256	11140	166	97	247	291	28	106	166.0	12.178172533158927	97.0	18.650847671412826	247.0	20.01899778575296	291.0	29.849867475820325	28.0	2.61825096720996	106.0	8.196540673206629	-0.6108599692604529	-1.0358400747026726	22.83990431099537	4.5197874683535515	13.443591112253593	False	False	Odf2l	ENSMUST00000098539.7	5	2	104	7	3	69	376	118	1767	chr3	+	2261	1767	494	0.10637122130862345	0.3748488422043811	0.43460403178112544	5.53130350804842	8.621523370700764	0.645678887585891	0.2659280532715586	0.8746472984768892	0.3754466398700386	111	79	5.9036027826286	9.871019511382034	-0.7319124972197374	0.2985472329138528	0.018018018018018018	0.4435431591595145	0.9369369369369369	0.25790960792663264	0.04504504504504504	True	False	11.14338321398982
ENSMUSG00000028197.5	ENSMUSG00000028197	7621	11	0	0	0	2	1	11.0	0.8069873365346277	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.18701792622928284	1.0	0.07732585540760971	3.18108240781418	0.6947379388009587	0.0	-3.321928094887362	12.895953892812168	False	False	Col24a1	ENSMUST00000029848.5	0	0	11	0	0	0	1308	636	5199	chr3	+	7143	5199	1944	0.0	0.0	1.0	0.5850417171974289	0.0	6.850417171974288	0.0	0.0	1.0	11	0	0.5850417171974289	0.0	2.7761918469947044	0.11298902419725454	0.0	0.7740219516054908	1.0	0.11298902419725454	0.0	True	False	12.802516365121223
ENSMUSG00000074182.9	ENSMUSG00000074182	2657	500	227	586	565	439	711	500.0	36.6812425697558	227.0	43.646829086708365	586.0	47.49446438239365	565.0	57.95592826061334	439.0	41.05043480732759	711.0	54.97868319481051	-0.2502082307684996	-0.13393678756600066	49.69907390990512	5.638047008305009	11.376125389276174	True	True	Znhit6	ENSMUST00000098534.9	127	4	369	38	23	216	823	136	1380	chr3	+	2339	1380	959	0.2127424426172469	2.8738411235669217	0.1051644757142014	19.625490331441025	26.989116638715437	0.7281703052379934	6.754572553097589	4.7480853345888265	1.4138720917706238	500	277	26.59280532715586	34.61104309687119	-0.3789437840402939	0.04679786137658938	0.008	0.32403349868528525	0.738	0.6291686399381253	0.254	True	True	11.192292814470767
ENSMUSG00000028195.5	ENSMUSG00000028195	2019	115	17	87	94	415	358	115.0	8.436685791043836	17.0	3.268705262000186	87.0	7.051225940730799	94.0	9.64222523273921	415.0	38.80621969257619	358.0	27.682656235924277	1.3414818707944673	0.9318770215907416	6.654052145156732	2.7557533178216427	10.980139577639157	False	False	Ccn1	ENSMUST00000029846.5	80	1	34	4	0	14	693	189	1137	chr3	-	2019	1137	882	0.053185610654311724	0.0	1.5318561065431173	1.8083107622465986	1.7492945969537783	1.0319127982042633	4.254848852344938	0.49979845627250813	7.260520274440964	115	18	6.116345225245849	2.2490930532262863	1.4039627630559486	0.1559253884533634	0.008695652173913044	0.1050368916654301	0.2956521739130435	0.7390377198812065	0.6956521739130435	True	False	10.980139577639157
ENSMUSG00000028194.16	ENSMUSG00000028194	3983	155	89	221	186	65	101	155.0	11.371185196624298	89.0	17.11263343047156	221.0	17.911734860936857	186.0	19.079296737122267	65.0	6.078082602451692	101.0	7.809911396168581	-0.5854533804967539	-0.26588969910862265	18.03455500951023	4.1806694393987875	11.960001932068081	True	True	Ddah1	ENSMUST00000029845.15	122	1	32	71	2	28	2722	187	855	chr3	+	3764	855	2909	0.053185610654311724	0.24989922813625406	0.43779922428025425	1.7019395409379752	3.4985891939075566	0.500734994699777	6.488644499826029	8.87142259883702	0.7344035382616048	155	101	8.243769651418317	12.61991102088083	-0.6083173439574537	0.2616948672388768	0.0064516129032258064	0.2993147787670213	0.2064516129032258	0.43899035399410197	0.7870967741935484	True	False	11.87843414955929
ENSMUSG00000028191.12	ENSMUSG00000028191	4564	193	175	389	297	204	234	193.0	14.15895963192574	175.0	33.648436520590145	389.0	31.527895298210126	297.0	30.465328660888783	204.0	19.075828475386853	234.0	18.09425016538067	-1.2429519441988643	0.026504840745291997	31.880553493229684	4.999123002905967	12.156399144871584	True	True	Bcl10	ENSMUST00000029842.9	129	3	55	97	8	86	1053	197	699	chr3	+	1949	699	1250	0.15955683196293516	0.9995969125450163	0.23604725422717954	2.9252085859871446	10.745666809858925	0.2789324657509459	6.860943774406212	12.120112564608322	0.5696300862699396	187	191	9.945709192356292	23.865376287012264	-1.2543721753380523	0.2176333395359255	0.016042780748663103	0.25717309961989243	0.29411764705882354	0.525193560844182	0.6898395721925134	True	True	10.929258408636972
ENSMUSG00000036873.14	ENSMUSG00000036873	2029	268	109	239	268	172	324	268.0	19.661146017389107	109.0	20.958169032824724	239.0	19.37060919350185	268.0	27.49059959972456	172.0	16.083541655718328	324.0	25.05357715206555	-0.09171338602846221	-0.13335743158616084	22.606459275350378	4.5050308522688365	10.987264012072538	True	True	2410004B18Rik	ENSMUST00000039571.14	139	0	104	54	0	60	962	45	540	chr3	+	1547	540	1007	0.0	0.0	1.0	5.53130350804842	7.496976844087622	0.7412558473744729	7.39279988094933	6.747279159678859	1.094274047576694	243	114	12.924103388997748	14.24425600376648	-0.13928908422962877	0.3526677682998725	0.0	0.26141704543278627	0.4279835390946502	0.3859151862673412	0.5720164609053497	True	False	10.59618975614441
ENSMUSG00000036863.13	ENSMUSG00000036863	5751	368	152	384	300	57	60	368.0	26.997394531340273	152.0	29.226070577884016	384.0	31.122652428053183	300.0	30.773059253423014	57.0	5.330010897534561	60.0	4.6395513244565825	-0.11402963602241378	0.1799599485684349	30.37392741978674	4.929503538591387	12.489847960439297	True	True	Syde2	ENSMUST00000039517.11	127	0	235	20	5	148	1424	129	3942	chr3	+	5495	3942	1553	0.0	0.6247480703406352	0.13797898068635012	12.498618503763254	18.492542882082798	0.6776167511709358	6.754572553097589	2.4989922813625407	2.637396271721141	362	173	19.253191056860842	21.616283233785975	-0.16620574019807902	0.03995925288658614	0.0	0.1962404634788333	0.649171270718232	0.7638002836345805	0.35082872928176795	True	True	12.4241662888181
ENSMUSG00000043020.14	ENSMUSG00000043020	3311	17	2	4	4	0	3	17.0	1.2471622473716972	2.0	0.384553560235316	4.0	0.32419429612555395	4.0	0.41030745671230684	0.0	0.0	3.0	0.23197756622282914	1.475195566077998	-1.4644442522060592	0.37301843769105897	-1.0800316757052877	11.693486957499326	False	False	Dnai3	ENSMUST00000160285.2	0	0	12	0	0	3	175	232	2769	chr3	-	3176	2769	407	0.0	0.0	1.0	0.6382273278517406	0.3748488422043811	1.5546575293827885	0.0	0.0	1.0	12	3	0.6382273278517406	0.3748488422043811	0.636596808602281	0.2813210532193335	0.0	0.437357893561333	1.0	0.2813210532193335	0.0	True	False	11.633449374713493
ENSMUSG00000036853.6	ENSMUSG00000036853	3467	28	5	5	4	11	8	28.0	2.054149583906325	5.0	0.96138390058829	5.0	0.4052428701569425	4.0	0.41030745671230684	11.0	1.0285985942610558	8.0	0.6186068432608777	1.0211718631762845	0.6656475434621167	0.5923114091525131	-0.530506971213274	11.759888183221834	False	False	Mcoln3	ENSMUST00000039450.5	11	0	17	2	1	3	1211	121	1659	chr3	+	2991	1659	1332	0.0	0.12494961406812703	0.44454399450409615	0.9041553811232993	0.3748488422043811	2.11468427818362	0.5850417171974289	0.24989922813625406	1.957825745561997	28	6	1.489197098320728	0.7496976844087622	0.9032765259750891	0.09841458452966428	0.0	0.46815563188748993	0.6071428571428571	0.43342978358284573	0.39285714285714285	True	False	11.546894459887637
ENSMUSG00000011008.14	ENSMUSG00000011008	3288	0	0	0	3	3	1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.30773059253423013	3.0	0.2805268893439243	1.0	0.07732585540760971	0.0	3.1292117041673877	0.10257686417807671	-2.3034586781100606	11.683433292835403	False	False	Mcoln2	ENSMUST00000098524.5	0	0	0	0	0	0	724	154	1614	chr3	+	2492	1614	878	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0	0	0.0	0.0	0.0	0.3333333333333333		0.3333333333333333		0.3333333333333333		True	False	11.283667167491501
ENSMUSG00000036832.6	ENSMUSG00000036832	2464	15	1	4	0	9	1	15.0	1.100437277092674	1.0	0.192276780117658	4.0	0.32419429612555395	0.0	0.0	9.0	0.8415806680317728	1.0	0.07732585540760971	2.038152900519164	0.3239565710787638	0.172157025414404	-1.8774888168632997	11.267371931265274	False	False	Lpar3	ENSMUST00000039164.4	3	0	0	0	0	1	1196	206	1062	chr3	+	2464	1062	1402	0.0	0.0	1.0	0.0	0.12494961406812703	0.44454399450409615	0.15955683196293516	0.0	2.5955683196293515	3	1	0.15955683196293516	0.12494961406812703	0.20644857055890475	0.24751787134771452	0.0	0.11003258324006399	0.0	0.6424495454122214	1.0	True	False	11.267371931265274
ENSMUSG00000036825.13	ENSMUSG00000036825	4200	1067	258	703	657	42	106	1067.0	78.27777164385888	258.0	49.60740927035577	703.0	56.97714754406611	657.0	67.3929997649964	42.0	3.9273764508149402	106.0	8.196540673206629	0.6569836437323383	-0.8008449446581533	57.99251885980609	5.860280480569003	12.036517070486518	True	True	Ssx2ip	ENSMUST00000106153.9	318	9	731	82	35	191	1317	284	1845	chr3	+	3446	1845	1601	0.4786704958888055	4.373236492384446	0.12936282194647547	38.87868138830187	23.865376287012264	1.626458142008222	16.913024188071127	10.245868353586417	1.6444268964792625	1058	308	56.2703760722618	38.48448113298313	0.5469164872296957	0.03804511531402461	0.008506616257088847	0.47833517107210055	0.6909262759924386	0.4836197136138749	0.3005671077504726	True	True	11.75112558336727
ENSMUSG00000028189.13	ENSMUSG00000028189	6052	154	52	80	87	202	158	154.0	11.297822711484788	52.0	9.998392566118216	80.0	6.48388592251108	87.0	8.924187183492673	202.0	18.88881054915757	158.0	12.217485154402334	0.17463259033867812	1.079299459985267	8.468821890707323	3.099096864866406	12.563434635710198	True	True	Ctbs	ENSMUST00000061937.13	63	0	143	23	0	37	1762	32	1098	chr3	+	2892	1098	1794	0.0	0.0	1.0	7.605542323566576	4.6231357205206995	1.631446305912438	3.3506934712216387	2.8738411235669217	1.1603489654762609	206	60	10.956235794788213	7.496976844087622	0.5413629603549469	0.26372731870456767	0.0	0.43025695986875917	0.6941747572815534	0.30601572142667327	0.3058252427184466	True	False	11.4983506079296
ENSMUSG00000028188.14	ENSMUSG00000028188	4123	5	7	13	9	2	1	5.0	0.36681242569755806	7.0	1.3459374608236059	13.0	1.0536314624080505	9.0	0.9231917776026904	2.0	0.18701792622928284	1.0	0.07732585540760971	-1.6310902861155534	0.5216320985217376	1.1075869002781156	0.27212701190926897	12.00982861736811	False	False	Spata1	ENSMUST00000029839.11	10	0	2	1	0	1	353	235	1332	chr3	-	1920	1332	588	0.0	0.0	1.0	0.10637122130862345	0.12494961406812703	0.917410870712243	0.5318561065431172	0.12494961406812703	2.8088783755448303	12	2	0.6382273278517406	0.24989922813625406	1.077125662501592	0.2115824800168415	0.0	0.19410806721970633	0.16666666666666666	0.5943094527634523	0.8333333333333334	True	False	10.907641803665527
ENSMUSG00000068523.13	ENSMUSG00000068523	2765	80	169	382	343	858	633	80.0	5.868998811160929	169.0	32.494775839884205	382.0	30.960555279990405	343.0	35.183864413080315	858.0	80.23069035236234	633.0	48.947266473016946	-2.4490798820417177	0.8957034983293106	32.87973184431831	5.043507763267201	11.433585441150495	True	True	Gng5	ENSMUST00000118280.2	49	0	16	181	33	149	2165	50	204	chr3	+	2419	204	2215	0.0	4.1233372642481925	0.02367795744056005	0.8509697704689876	18.617492496150927	0.05080647264394765	2.606094922061274	22.615880146330994	0.11912789223350234	65	363	3.457064692530262	45.35670990673011	-3.6757341495546942	0.12229571525756912	0.0	0.26241342511504795	0.24615384615384617	0.615290859627383	0.7538461538461538	True	True	11.240791332161956
ENSMUSG00000028187.11	ENSMUSG00000028187	4139	466	274	608	666	201	583	466.0	34.18691807501241	274.0	52.68383775223829	608.0	49.27753301108421	666.0	68.3161915425991	201.0	18.795301586042928	583.0	45.08097370263646	-0.6224380168952368	-0.78720477877173	56.759187435307204	5.829321576747876	12.015415052386688	True	True	Rpf1	ENSMUST00000029838.11	55	0	406	18	0	332	581	33	1047	chr3	-	1661	1047	614	0.0	0.0	1.0	21.593357925650558	41.48327187061817	0.5216847292138792	2.9252085859871446	2.2490930532262863	1.2878198170277968	461	350	24.5185665116377	43.73236492384446	-0.832249760770754	0.35593464382811474	0.0	0.18568566828330857	0.8806941431670282	0.45837968788857675	0.1193058568329718	True	False	10.698704666770345
