candidate_rank	Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip	candidate_rule	symbol_keyword_category
89	ENSMUSG00000118664.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	39472999;39472999;39473062;39473064;39513669;39513669;39513669;39513669;39530345;39530345;39530345;39534776;39534776;39534776;39534776;39538530;39538530;39538530;39538530;39564079;39564079;39593683;39593683;39593683;39597897;39597897;39597897;39610301;39610301;39610301;39614048;39617867;39617867;39617867	39473354;39473354;39473354;39473354;39513838;39513838;39513838;39513838;39530462;39530462;39530462;39534916;39534916;39534916;39534916;39540476;39538670;39538670;39538670;39564168;39564168;39593746;39593746;39593746;39597971;39597971;39597971;39610391;39610391;39610391;39614111;39618155;39619367;39619367	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4617	957	169	431	330	794	494	Tusc3	protein_coding	70.207898	32.494776	34.931935	33.850365	74.246117	38.198973	1.109046	0.045243602	0.9569517	0.9117081	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
90	ENSMUSG00000020921.7	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	102043372;102045000;102045383;102046550;102046550;102046641;102046970;102047034;102047034	102044420;102045529;102045529;102046730;102046730;102046730;102047181;102047173;102047230	-;-;-;-;-;-;-;-;-	2021	1108	142	288	253	651	465	Tmem101	protein_coding	81.285634	27.303303	23.341989	25.951947	60.874335	35.956523	1.5704244	-0.15229617	0.75794185	0.91023802	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	transmembrane_symbol
91	ENSMUSG00000021610.9	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	73752125;73753049;73754341;73755839;73757023;73759263;73759741;73760434;73760513;73761777;73761777;73762726;73762726;73763292;73764082;73764923;73764934;73765697;73765697;73765704;73765838;73765838;73765838;73766521;73766521;73768152;73768152	73752518;73753149;73754530;73755987;73757101;73759380;73759835;73760597;73760597;73761880;73761880;73762791;73762791;73763342;73764164;73764968;73764968;73765752;73765752;73765752;73766524;73765882;73765882;73766636;73766636;73768718;73768724	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3068	1793	352	691	548	509	330	Clptm1l	protein_coding	131.53894	67.681427	56.004565	56.212122	47.596062	25.517532	0.95762436	-0.0053273527	0.89673865	0.90206601	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
92	ENSMUSG00000026235.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	77343822;77343826;77349547;77349547;77349776;77350250;77350268;77351379;77351408;77351408;77351408;77351408;77354051;77354051;77354051;77354051;77354051;77357501;77357501;77357501;77357501;77359506;77359506;77359506;77359506;77360160;77360160;77360160;77360160;77364434;77364434;77364434;77364434;77365110;77365110;77365110;77365110;77366670;77366670;77366670;77366670;77373434;77375131;77375131;77375131;77375131;77376275;77376275;77376275;77376275;77376275;77377837;77377837;77377837;77377837;77377837;77377860;77403188;77403188;77403188;77403188;77403188;77403188;77421502;77421502;77421502;77421502;77421502;77483185;77483185;77483185;77483185;77483185;77488320;77488320;77488320;77488320;77491578;77491578;77491578;77491578;77491578;77491578	77346308;77346308;77350484;77350484;77350484;77350484;77350484;77351563;77351563;77351563;77351563;77351563;77354244;77354244;77354244;77354244;77354244;77357650;77357650;77357650;77357650;77359715;77359715;77359715;77359715;77360221;77360221;77360221;77360221;77364619;77364619;77364619;77364619;77365223;77365223;77365223;77365223;77366728;77366728;77366728;77366728;77375242;77375242;77375242;77375242;77375242;77376434;77376434;77376434;77376434;77376434;77377961;77377961;77377961;77377961;77377961;77377961;77403526;77403526;77403526;77403526;77403526;77403526;77421657;77421657;77421657;77421657;77421657;77483848;77483848;77483848;77483848;77483848;77488387;77488387;77488387;77488387;77491720;77491722;77491716;77491725;77491716;77491725	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8054	2386	254	891	540	2566	1276	Epha4	protein_coding	175.04289	48.838302	72.214279	55.391507	239.944	98.667792	1.8394965	0.38201358	1.2811863	0.89917273	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
93	ENSMUSG00000045414.8	chr9;chr9;chr9	94399917;94406445;94419272	94402699;94406748;94420134	-;-;-	3950	1466	170	378	337	356	261	Dipk2a	protein_coding	107.5494	32.687053	30.636361	34.568403	33.289191	20.182048	1.7151422	-0.17367502	0.71917778	0.8928528	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
94	ENSMUSG00000035798.15	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	110777641;110777643;110778442;110781330;110781330;110781330;110781871;110782028;110782028;110782028;110783160;110783160;110783160;110783160;110784052;110784052;110784052;110785482;110785482;110785482;110786422;110786422;110790688;110790925;110790925;110790925;110790927;110792147;110792147;110792147;110792147;110792147;110796873;110796873;110796873;110796873;110796873;110797864;110798158;110803545;110803545;110803545;110803545;110803545;110803654;110804290;110804290;110804290;110804290;110804290;110809563;110809609;110809609;110809609;110809609;110809609;110809986;110810205;110810205;110810205;110810205;110810205;110810205;110817857;110817857;110817857;110817857;110817857;110817857;110817857;110821801;110821801;110821801;110821801;110821801;110821801;110821801;110841445;110845799;110845799;110845799;110845799;110845799;110845799	110780392;110780392;110780392;110781424;110781424;110781424;110782185;110782185;110782185;110782185;110783243;110783558;110783243;110783243;110784145;110784145;110784145;110785544;110786544;110785544;110786544;110786546;110791027;110791027;110791027;110791027;110791027;110792289;110792289;110792289;110792289;110792289;110796998;110796944;110796998;110796998;110796998;110798265;110798265;110803707;110803707;110803666;110803707;110803707;110803707;110804354;110804354;110804354;110804354;110804354;110809753;110809753;110809753;110809753;110809753;110809753;110810282;110810282;110810282;110810282;110810282;110810282;110810282;110817979;110817979;110817979;110817979;110817979;110817979;110817979;110821904;110821904;110821904;110821904;110821904;110821904;110821904;110841615;110845838;110845859;110845864;110845856;110846001;110845927	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7048	413	89	219	232	108	94	Zdhhc17	protein_coding	30.298706	17.112633	17.749638	23.797832	10.098968	7.2686304	0.82054209	-0.42098498	0.46895478	0.88993976	True	0.1	True	True	True	True	True	True	5-20%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
95	ENSMUSG00000014177.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	62770281;62770316;62770440;62772763;62772763;62772763;62774453;62774453;62774453;62774488;62775902;62775902;62775902;62775902;62777015;62777015;62782768;62782768;62784948;62807458	62770421;62770542;62770542;62772845;62772845;62772845;62774597;62774597;62774597;62774597;62776172;62775991;62775991;62775991;62777146;62777146;62782878;62782896;62786011;62807606	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2235	2391	236	605	628	462	396	Tvp23b	protein_coding	175.4097	45.37732	49.034387	64.418271	43.201141	30.621039	1.9483316	-0.3929747	0.49517804	0.88815275	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
96	ENSMUSG00000069170.15	chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13;chr13	81243187;81243187;81243188;81243188;81251338;81251338;81251338;81251338;81255022;81255022;81255022;81255022;81255061;81303274;81303274;81303274;81303274;81303274;81330765;81330765;81330765;81330765;81330765;81418863;81418863;81418863;81418863;81418863;81431475;81431475;81431475;81431475;81431475;81490867;81491221;81499630;81522301;81522301;81530339;81530339;81534007;81534007;81534831;81534831;81539735;81539735;81545286;81545286;81553283;81553283;81561166;81561166;81562693;81562693;81567115;81567115;81570248;81570248;81572342;81572342;81575722;81575722;81578426;81581544;81581544;81583679;81583679;81585588;81585588;81587532;81587532;81588167;81588167;81590585;81590585;81592465;81592465;81592969;81593332;81594498;81596954;81607795;81614281;81620515;81621002;81623051;81624600;81627748;81629432;81629968;81635971;81637026;81640576;81640993;81641234;81642693;81644311;81647104;81651122;81651973;81652211;81653851;81653852;81653852;81654218;81656775;81656775;81656775;81656775;81657485;81657485;81657485;81657485;81658969;81658969;81658969;81658969;81659614;81659614;81659614;81659614;81666072;81666072;81666072;81666072;81668622;81668622;81668622;81668622;81670224;81670224;81670224;81670224;81671655;81671655;81671655;81671655;81672678;81672678;81672678;81672678;81673433;81673433;81673433;81673433;81676568;81676568;81676568;81676568;81679686;81679686;81679686;81679686;81681130;81681130;81681130;81681130;81684429;81684429;81684429;81688078;81688078;81688078;81689639;81691488;81691488;81691488;81692587;81692587;81692587;81692587;81704916;81705069;81705069;81705069;81707039;81707039;81707039;81707039;81708691;81708769;81708769;81708769;81709573;81709573;81709573;81709573;81711683;81711683;81711683;81711683;81713101;81713101;81713101;81713101;81714381;81714381;81714381;81714381;81715450;81715450;81715450;81715450;81716456;81716456;81716456;81716456;81716727;81716727;81716727;81716727;81718602;81721334;81721334;81721334;81723078;81723078;81723078;81725555;81726182;81726182;81726182;81726839;81726839;81726839;81726839;81727160;81727404;81727404;81727404;81727404;81729460;81729811;81729811;81729811;81729811;81729811;81732160;81732160;81732160;81732160;81732160;81732160;81740677;81740677;81740677;81740677;81741109;81741109;81741109;81741109;81743296;81743296;81743296;81743296;81781126;81781126;81781126;81781126	81243620;81243620;81243620;81243620;81251515;81251515;81251515;81251515;81255210;81255210;81255210;81255210;81255210;81303395;81303395;81303395;81303395;81303395;81330922;81330922;81330922;81330922;81330922;81419041;81419041;81419041;81419041;81419041;81431591;81431591;81431591;81431591;81431591;81490955;81491434;81499745;81522401;81522401;81530499;81530499;81534146;81534146;81535080;81535080;81539919;81539919;81545693;81545693;81553525;81553525;81561337;81561337;81562810;81562810;81568217;81568217;81570383;81570383;81572516;81572516;81575865;81575865;81578718;81582017;81582017;81583828;81583828;81585824;81585824;81587751;81587751;81588362;81588362;81590733;81590733;81592623;81592697;81593154;81593470;81594618;81597071;81607959;81614460;81620697;81621178;81623253;81624855;81627894;81629636;81630190;81636093;81637290;81640683;81641139;81641391;81642817;81644486;81647366;81651263;81652111;81652289;81654311;81654311;81654311;81654311;81656938;81656938;81656938;81656938;81657664;81657664;81657664;81657664;81659068;81659068;81659068;81659068;81659744;81659744;81659744;81659744;81666281;81666281;81666281;81666281;81669433;81669433;81669433;81669433;81670405;81670405;81670405;81670405;81671899;81671899;81671899;81671899;81672893;81672893;81672893;81672893;81673648;81673648;81673648;81673648;81677177;81677177;81677177;81677177;81679825;81679825;81679825;81679825;81681210;81681500;81681210;81681210;81684558;81684558;81684558;81688280;81688280;81688280;81691668;81691668;81691668;81691668;81692756;81692763;81692763;81692763;81705442;81705442;81705442;81705442;81707231;81707770;81707770;81707770;81708983;81708983;81708983;81708983;81709699;81709699;81709699;81709699;81711949;81711949;81711949;81711949;81713224;81713224;81713224;81713224;81714544;81714544;81714544;81714544;81715630;81715630;81715630;81715630;81716641;81716641;81716641;81716641;81716853;81716853;81716853;81716853;81718759;81721557;81721557;81721557;81723254;81723254;81723254;81726511;81726511;81726511;81726511;81727115;81727115;81727115;81727115;81727969;81727969;81727969;81727969;81727969;81729924;81729924;81729924;81729924;81729924;81729924;81732200;81732264;81732264;81732264;81732975;81732264;81740772;81740772;81740772;81740772;81741258;81741258;81741258;81741258;81743477;81743477;81743477;81743477;81781260;81781258;81781258;81781273	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	24878	1231	122	288	267	791	606	Adgrv1	protein_coding	90.309219	23.457767	23.341989	27.388023	73.96559	46.859468	1.9402671	-0.22970813	0.65738736	0.88709549	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
97	ENSMUSG00000030760.15	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	97855596;97862865;97865650;97867263;97867263;97867263;97872153;97873119;97873119;97873119;97875606;97875606;97875606;97879657;97893156;97893156;97893156;97901097;97901097;97901097;97901097;97906903;97906903;97906903;97906903;97908612;97908612;97908612;97910794;97910794;97910794;97910794;97915344;97915344;97915344;97915344;97958555;97958555;97958555;97970332	97866097;97866097;97866097;97867308;97867308;97867308;97876095;97873223;97873223;97873223;97875707;97875707;97875707;97879820;97893214;97893214;97893214;97901132;97901132;97901132;97901132;97906984;97906984;97906984;97906984;97908664;97908664;97908664;97910846;97910846;97910846;97910846;97915454;97915454;97915454;97915454;97958713;97958735;97958745;97970415	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	15324	577	49	124	114	148	112	Acer3	protein_coding	42.330154	9.4215622	10.050023	11.693763	13.839327	8.6604958	2.1558197	-0.21654103	0.67007643	0.88661746	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
98	ENSMUSG00000030201.16	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	134423439;134427446;134430513;134430513;134431660;134431660;134433018;134433018;134434621;134434621;134436195;134436195;134438726;134439361;134439499;134439499;134441358;134441358;134441358;134444472;134444472;134444472;134445606;134445606;134447652;134447652;134456472;134457339;134461177;134462607;134463418;134483159;134484249;134488119;134488247;134490186;134490186;134497359;134497359;134517737;134518615;134543606;134543606	134428043;134428043;134430610;134430610;134431796;134431796;134433248;134433248;134434731;134434731;134436431;134436431;134441971;134439624;134439624;134439624;134441567;134441567;134441567;134444724;134444662;134444662;134445817;134445817;134448256;134447854;134456798;134457523;134461403;134462896;134463634;134483330;134484645;134488250;134488250;134490382;134490382;134497556;134497556;134518677;134519008;134543928;134543876	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13672	8525	667	1873	1330	1170	690	Lrp6	protein_coding	625.41519	128.24861	151.80398	136.42723	109.40549	53.35484	2.2849772	0.15397095	1.0346107	0.88063972	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	cell_surface_adhesion_symbol
99	ENSMUSG00000027366.13	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	126732311;126736184;126746830;126746830;126750026;126750026;126754563;126754563;126755220;126755452;126755452;126756794;126759131;126759131;126759720;126759720;126759720;126761559;126761559;126761559;126762238;126762238;126765376;126765376;126767666;126768208;126768737;126769669;126774867	126736206;126736206;126746990;126746990;126750100;126750100;126754665;126754665;126755273;126755508;126755508;126759205;126759205;126759205;126759801;126759801;126759801;126762334;126761660;126761660;126762265;126762334;126765608;126765527;126767799;126768297;126768919;126769788;126775155	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8665	788	71	243	163	347	193	Sppl2a	protein_coding	57.809638	13.651651	19.694803	16.720029	32.44761	14.92389	2.0741986	0.23494156	1.1152932	0.88035164	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
100	ENSMUSG00000028347.15	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	48585174;48585365;48585551;48604581;48604581;48604581;48610413;48610413;48610413;48614957;48614957;48614957;48617232;48617235;48617235;48636840;48636840;48636840;48636934;48638980;48638980;48638980;48638980;48650295;48650295;48650295;48650295;48658774;48658774;48658774;48658774;48660155;48662001;48662001;48662001	48585641;48585641;48585641;48604690;48604690;48604690;48610542;48610542;48610542;48614983;48614983;48614983;48617331;48617331;48617331;48636988;48636988;48636988;48636988;48639045;48639045;48639045;48639045;48650418;48650418;48650418;48650418;48658932;48658932;48658932;48658932;48660239;48662470;48662085;48663131	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2549	6147	564	2411	1637	1877	1061	Tmeff1	protein_coding	450.9592	108.4441	195.40811	167.91833	175.51632	82.042733	2.0550354	0.21860986	1.0962221	0.87761224	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	other
101	ENSMUSG00000062949.14	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	59268650;59268653;59268653;59270983;59274508;59274508;59280821;59281917;59281917;59281917;59281917;59283830;59283830;59283830;59283830;59283830;59286133;59286133;59286133;59286133;59286133;59288122;59288122;59288122;59288122;59288122;59290524;59290524;59290524;59290524;59290524;59293249;59293249;59293249;59293249;59293249;59305521;59305521;59305521;59305521;59305521;59307012;59307012;59307012;59307012;59307012;59312096;59312096;59312096;59312096;59312096;59315094;59315094;59315094;59315094;59321968;59321968;59321968;59321968;59322737;59322737;59322737;59322737;59324154;59324154;59324154;59324154;59325392;59325392;59325392;59325392;59326017;59326017;59326017;59326017;59326928;59326928;59326928;59326928;59335254;59335254;59335254;59335254;59335930;59335930;59335930;59335930;59337280;59337280;59337280;59337280;59337679;59337679;59337679;59337679;59338967;59338967;59338967;59340549;59340549;59340549;59340549;59342321;59342321;59342321;59342321;59349585;59349585;59349585;59349585;59352557;59352557;59352557;59352557;59355076;59355076;59355076;59355076;59366794;59366794;59366794;59366794;59448996;59448996;59636136;59636136	59271153;59271153;59271153;59271153;59274612;59274612;59282070;59282070;59282070;59282070;59282070;59283933;59283933;59283933;59283933;59283933;59286198;59286198;59286198;59286198;59286198;59288257;59288257;59288257;59288257;59288257;59290651;59290651;59290651;59290651;59290651;59293308;59293308;59293308;59293308;59293308;59305666;59305657;59305666;59305666;59305666;59307114;59307114;59307114;59307114;59307114;59312270;59312190;59312270;59312270;59312270;59315357;59315357;59315357;59315357;59322149;59322149;59322149;59322149;59322840;59322840;59322840;59322840;59324227;59324227;59324227;59324227;59325463;59325463;59325463;59325463;59326168;59326168;59326168;59326168;59327089;59327089;59327089;59327089;59335451;59335451;59335451;59335451;59336080;59336080;59336080;59336080;59337361;59337361;59337361;59337361;59337743;59337743;59337743;59337743;59339017;59339017;59339017;59340652;59340652;59340652;59340652;59342449;59342449;59342449;59342449;59349692;59349692;59349692;59349692;59352637;59352637;59352637;59352637;59355165;59355165;59355165;59355165;59366913;59366913;59366913;59366913;59449172;59449172;59636304;59636304	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7312	928	127	322	355	233	215	Atp11c	protein_coding	68.080386	24.419151	26.097641	36.414787	21.787588	16.625059	1.4754477	-0.47904391	0.38810171	0.86714562	True	0.1	True	True	True	True	True	True	top 5%	True	CLIP top20%; abs(RNA_log2FC)<=0.5; TE_log2FC>=0.75	transporter_or_channel_symbol
