Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip
ENSMUSG00000020897.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	68936473;68936478;68936497;68936516;68936761;68938552;68938611;68938611;68938611;68938798;68938798;68938798;68938803;68939000;68939000;68939000;68939000;68939332;68939332;68939354;68939395;68939557;68939557;68939557;68939557;68939557;68941128;68941128;68941128;68941389;68941607;68941726;68941726	68936636;68936834;68936834;68936834;68936834;68938713;68939122;68938713;68938713;68938867;68938867;68938867;68938867;68939044;68939470;68939191;68939191;68939470;68939470;68939470;68939470;68939901;68939705;68939899;68939705;68939705;68941563;68941302;68941302;68941422;68941965;68942490;68942490	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2946	463	840	1431	1267	331	994	Aurkb	protein_coding	33.966831	161.5125	115.98051	129.96489	30.951467	76.8619	-2.2460991	-0.16410578	-1.309483	-1.1453772	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000020895.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	68961632;68961637;68961639;68961680;68961699;68961744;68961762;68962050;68962050;68962050;68962050;68962050;68962128;68962183;68962200;68962200;68962200;68962200;68963249;68963249;68963249;68963249;68963249;68963572;68963572;68963572;68963572;68963572	68961859;68961859;68961859;68961859;68961859;68961859;68961859;68962117;68962117;68962117;68962117;68962117;68962300;68962300;68962300;68962329;68962300;68962300;68963345;68963386;68964119;68963345;68963345;68963850;68963642;68964087;68963649;68963856	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1369	67	81	173	110	194	168	Tmem107	protein_coding	4.9152865	15.574419	14.021403	11.283455	18.140739	12.990744	-1.644008	0.31094496	0.47861711	0.16767215	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000020893.18	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	68986043;68989774;68990978;68990984;68991335;68991335;68991335;68991335;68991335;68991348;68991831;68991831;68991831;68991831;68991831;68991831;68992022;68992022;68992022;68992022;68992022;68992277;68992277;68992277;68992277;68992277;68992501;68992501;68992501;68992501;68992561;68992813;68992813;68992813;68992813;68992813;68992990;68992990;68992990;68992990;68992990;68993500;68993500;68993500;68993500;68993500;68993651;68993651;68993651;68993651;68993651;68993930;68993930;68993930;68993930;68993930;68994179;68994179;68994179;68994179;68994179;68994375;68994375;68994375;68994375;68994375;68994668;68994668;68994668;68994668;68994857;68994857;68994857;68994857;68994857;68995117;68995117;68995117;68995117;68995117;68995460;68995460;68995460;68995460;68996216;68996216;68996216;68996216;68996216;68997279;68997279;68997279;68998359;68998359;68998359;68998687;68998687;68998687;68999187;68999187;68999187;68999907;68999907;68999907	68986129;68989834;68991021;68991021;68991742;68991742;68991742;68991742;68991742;68991742;68991929;68991929;68991929;68991874;68991929;68991929;68992176;68992176;68992176;68992176;68992176;68992398;68992398;68992398;68992398;68992398;68992702;68992702;68992702;68992702;68992702;68992864;68992864;68992864;68992864;68992864;68993132;68993132;68993132;68993132;68993132;68993578;68993578;68993578;68993578;68993578;68993757;68993757;68993757;68993757;68993757;68994083;68994083;68994083;68994083;68994083;68994287;68994287;68994287;68994287;68994287;68994506;68994506;68994506;68994506;68994506;68994773;68994773;68994773;68994773;68995028;68995028;68995028;68995028;68995028;68995247;68995247;68995247;68995247;68995247;68995639;68995639;68995639;68995639;68996449;68997122;68996449;68996449;68997284;68997895;68997895;68997895;68998545;68998545;68998545;68998876;68998876;68998876;68999337;68999337;68999337;69000786;69000774;69000786	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5631	104	229	634	293	101	198	Per1	protein_coding	7.6296985	44.031383	51.384796	30.055021	9.4444053	15.310519	-2.5133209	0.7717482	-0.69118828	-1.4629365	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000032782.20	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69190313;69190313;69190313;69190366;69190527;69191069;69191069;69191069;69191069;69192343;69193678;69193678;69193920;69193920;69193920;69193920;69195084;69195084;69195084;69196313;69196313;69198769;69198769;69199240;69200174;69200174;69200174;69200804;69200804;69200869;69202161;69202161;69202161;69205537;69205537;69205537;69205602;69206016;69206016;69206016;69206018;69209772;69209772;69209772;69209772;69210179;69210179;69210179;69210179;69210179;69210684;69210684;69210684;69211644;69211644;69212182;69212182;69212675;69213516;69213516	69190816;69190816;69190816;69190700;69190816;69191141;69191141;69191141;69191316;69193792;69193792;69193792;69194090;69193980;69194090;69194090;69195803;69195147;69195147;69196455;69196455;69199027;69199027;69199478;69200268;69200336;69200336;69200929;69200929;69200929;69202294;69202294;69202294;69205963;69205683;69205683;69205683;69206252;69206252;69206252;69206252;69209870;69209870;69209870;69209870;69210311;69210295;69210293;69210295;69210295;69210898;69210800;69210800;69211800;69211800;69212245;69212245;69212759;69214601;69214601	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6660	303	401	1061	777	183	257	Cntrob	protein_coding	22.228833	77.102989	85.992537	79.702223	17.11214	19.872745	-1.7897488	0.10945924	-0.21460611	-0.32406535	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000049299.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69214806;69214889;69214901;69214983;69214984;69215221;69215221;69215221;69215221;69215264;69215650;69215650;69215650;69215650;69215680;69216265;69216265;69216265;69216384	69214892;69215082;69215082;69215082;69215082;69215291;69215291;69215291;69215291;69215291;69216058;69215788;69215788;69215788;69215788;69216619;69216619;69216619;69216619	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1112	132	143	375	278	305	396	Trappc1	protein_coding	9.683848	27.49558	30.393215	28.516368	28.520234	30.621039	-1.4959633	0.09164769	-0.10219154	-0.19383923	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000059278.10	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69286313;69286473;69286640;69286944;69286974;69287003;69287003;69287346;69287346;69287346	69286507;69286798;69286798;69287186;69287186;69287150;69287186;69287506;69287506;69287506	+;+;+;+;+;+;+;+;+;+	890	305	159	603	385	909	860	Naa38	protein_coding	22.375558	30.572008	48.87229	39.492093	84.999647	66.500236	-0.44856569	0.30675334	0.35362587	0.046872535	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000045377.6	chr11;chr11	69287345;69288842	69288707;69289060	-;-	1582	79	49	88	61	87	92	Tmem88	protein_coding	5.7956363	9.4215622	7.1322745	6.2571887	8.1352798	7.1139787	-0.69155077	0.18606052	0.1910225	0.0049619798	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018476.8	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69289334;69290766;69291022;69291533;69291819;69292089;69292341;69292585;69292743;69292902;69294104;69294404;69294616;69294616;69294832;69294832;69297085;69297523;69297810;69298062;69298251;69298567;69298852;69299084;69299490;69304359	69290675;69290936;69291148;69291674;69292006;69292203;69292489;69292656;69292807;69293107;69294509;69294509;69294742;69294742;69295041;69296999;69297435;69297726;69297971;69298154;69298470;69298665;69298993;69299227;69299607;69304501	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6954	462	406	1581	635	200	194	Kdm6b	protein_coding	33.893468	78.064373	128.1378	65.136309	18.701793	15.001216	-1.2012536	0.97507447	0.3162055	-0.65886897	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000041346.12	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69452584;69452585;69452948;69452948;69453220;69453220;69453475;69453475;69454130;69454146;69454373;69454373;69454685;69454685;69468452;69468534;69469273;69469273;69469496;69469496;69470912	69452845;69452845;69453085;69453085;69453323;69453323;69453683;69453683;69454262;69454262;69454463;69454463;69454773;69454748;69468563;69468563;69469371;69469371;69470023;69470150;69471081	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2062	172	377	877	501	543	744	Wrap53	protein_coding	12.618347	72.488346	71.079599	51.391009	50.775367	57.530436	-2.5128267	0.46714327	-0.17986365	-0.64700692	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000059552.14	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69471185;69471185;69471185;69471228;69471231;69477717;69477717;69477717;69477717;69477717;69478083;69478083;69478083;69478083;69478083;69478198;69478198;69478198;69478198;69478198;69479190;69479190;69479190;69479190;69479452;69479452;69479452;69479452;69479452;69479521;69479967;69479967;69479967;69479967;69479967;69480399;69480399;69480399;69480399;69480399;69480615;69480615;69480615;69480615;69481482;69481482;69481482;69481482;69482080;69482080;69482176;69482176	69471341;69471341;69471341;69471341;69471341;69477799;69477799;69477799;69477799;69477799;69478104;69478104;69478104;69478104;69478104;69478458;69479373;69478458;69478458;69478458;69479373;69479373;69479373;69479373;69479564;69481331;69479564;69479564;69479564;69479564;69480076;69480076;69480076;69480076;69480076;69480647;69480535;69480535;69480535;69480535;69480688;69480688;69480688;69480688;69481588;69481588;69481588;69481588;69482699;69482698;69482699;69482698	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4045	1785	2417	5731	3347	2449	5221	Trp53	protein_coding	130.95204	464.73298	464.48938	343.32476	229.00345	403.71829	-1.8265727	0.43596209	-0.81770707	-1.2536692	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000041329.14	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69490562;69490567;69491492;69492184;69492351;69492351;69492351;69492351;69492750;69492970;69493130;69493251;69493251;69493251;69493251;69493526;69493526;69493526;69493526;69493833;69493833;69493833;69493833;69494251;69494251;69494251;69496087;69496087	69492238;69492238;69492238;69492238;69492449;69492449;69493307;69492449;69492770;69493156;69493156;69493731;69493307;69493307;69493307;69493731;69493567;69493731;69493731;69493988;69493937;69493937;69493937;69494439;69494379;69494379;69496768;69496655	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4085	461	169	310	213	378	333	Atp1b2	protein_coding	33.820106	32.494776	25.125058	21.848872	35.346388	25.74951	0.05749991	0.20071078	0.4555017	0.25479092	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000018765.6	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69523816;69530216;69530979;69531060;69532108;69532108;69532267;69532873;69534374;69534664;69539631;69539631;69539976;69539976;69540431;69540554;69540554;69541289;69541289;69541670;69541670;69541955;69542065;69542349;69542349;69542804;69543036;69543146;69543393;69543430	69524224;69530268;69531153;69531153;69532237;69532179;69532415;69532966;69534780;69534780;69539801;69539801;69540054;69540054;69540663;69540627;69540663;69541375;69541375;69541907;69541898;69542262;69542262;69542548;69542549;69542899;69543133;69543252;69543749;69544123	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3766	1975	1525	3937	3139	377	819	Fxr2	protein_coding	144.89091	293.22209	319.08824	321.98878	35.252879	63.329876	-1.0165233	-0.01305091	-0.8433348	-0.83028389	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000041287.6	chr11;chr11	69546140;69547279	69546725;69547553	+;+	861	42	74	333	118	140	226	Sox15	protein_coding	3.0812244	14.228482	26.989175	12.10407	13.091255	17.475643	-2.1712317	1.1503541	-0.41399569	-1.5643498	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018761.15	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69547523;69547787;69547853;69547955;69547980;69547988;69548039;69548246;69548246;69548246;69548246;69548246;69548246;69548551;69548551;69548551;69548551;69548551;69548559;69548762;69548762;69548762;69548762;69549173;69549302;69549392;69549392;69549392;69549392;69549392;69549392;69549637;69549637;69549637;69549637;69549637;69549637;69549637;69549637;69553295;69553295;69553295;69553295;69553295;69553295;69553295	69548154;69548154;69548154;69548154;69548037;69548154;69548154;69548356;69548356;69548356;69548356;69548356;69548356;69548669;69548669;69549106;69548669;69548669;69548847;69549079;69548847;69548882;69548847;69549524;69549524;69549524;69549524;69549524;69549524;69549524;69549524;69549702;69550231;69549702;69549702;69549702;69549702;69549702;69549702;69553386;69553330;69553344;69553413;69553413;69553390;69553468	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2420	708	805	1288	1094	2095	1903	Mpdu1	protein_coding	51.940639	154.78281	104.39056	112.21909	195.90128	147.1511	-1.5734664	-0.10423049	0.41258462	0.51681511	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000018774.14	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69555039;69555132;69555197;69555577;69555577;69555577;69555861;69555861;69555861;69556073;69556073;69556073;69556302;69556329;69556846;69556846;69556846	69555330;69555330;69555330;69555747;69555747;69555747;69555939;69555939;69555939;69556192;69556192;69556192;69556762;69556762;69556888;69556888;69556979	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1257	104	198	431	211	1653	1064	Cd68	protein_coding	7.6296985	38.070802	34.931935	21.643718	154.57032	82.27471	-2.3039855	0.68807202	0.90892296	0.22085093	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000059796.17	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69557762;69557762;69557763;69558048;69558208;69558279;69558521;69558521;69558521;69558521;69558848;69558848;69558848;69558848;69559022;69559022;69559022;69559022;69559022;69559231;69559308;69559470;69559470;69559470;69559904;69559904;69559904;69559904;69559981;69559989;69560959;69560959;69560959;69560959;69560959;69560959;69561006;69561074;69561295;69561441;69561441;69561441;69561441;69561441;69561441;69561441;69561441;69561754;69561754;69561754;69561754;69561754;69561754;69561754;69561754;69562431;69563105;69563105;69563105;69563105;69563105;69563105	69558443;69558443;69558443;69558443;69558600;69558937;69558937;69558600;69558600;69558600;69558937;69558889;69558937;69558937;69559115;69559063;69559374;69559579;69559159;69559374;69559374;69559579;69559579;69559579;69560072;69561573;69560072;69560072;69560072;69560072;69561098;69561098;69561098;69561098;69561098;69561098;69561098;69561098;69561573;69561573;69561573;69561573;69561709;69561573;69561573;69561573;69561573;69562276;69562048;69561802;69561927;69561802;69561802;69561802;69561802;69562556;69563141;69563142;69563249;69563143;69563143;69563143	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4334	1733	2771	5979	5054	1380	1881	Eif4a1	protein_coding	127.13719	532.79896	484.58942	518.42347	129.04237	145.44993	-2.0663416	-0.097348692	-0.17255179	-0.075203095	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000005204.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69563941;69563942;69563947;69564101;69564167;69564779;69564873;69564873;69564873;69564873;69564873;69565028;69565028;69565028;69565028;69565028;69565028;69565059;69565295;69565295;69565295;69565295;69565295;69565295;69567448;69567874;69567916;69567916;69567916;69568799;69568799;69568799;69568799;69568963;69568963;69568983;69569053;69569448;69569448;69569448;69569448;69569648;69569648;69569648;69570969;69570969;69572489;69572815	69564462;69564462;69564462;69564462;69564462;69564923;69564923;69564923;69564923;69564923;69564923;69565269;69565111;69565111;69565111;69565111;69565111;69565111;69565432;69565432;69565432;69565432;69565802;69565432;69567773;69567993;69567993;69567993;69567993;69568839;69568945;69568846;69568846;69569110;69569110;69569110;69569110;69569559;69569513;69569559;69569559;69570021;69569887;69569887;69571676;69571676;69572672;69572910	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3632	2211	2070	4420	2784	652	968	Senp3	protein_coding	162.20445	398.01293	358.2347	285.57399	60.967844	74.851428	-1.2944751	0.32693806	-0.29554306	-0.62248111	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000005198.16	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69624823;69625236;69626476;69626476;69626727;69626965;69626965;69627037;69627601;69627601;69627601;69628008;69628008;69628274;69628274;69630253;69630253;69630705;69630705;69631083;69631083;69631825;69631825;69632451;69632463;69632463;69632667;69632667;69633200;69633200;69633200;69633513;69633513;69634080;69634080;69634417;69634417;69634629;69634629;69634877;69634877;69635423;69635423;69635746;69635746;69636395;69636395;69636748;69636748;69637093;69637093;69637524;69637524;69637931;69637931;69638202;69638202;69638807;69638807;69648957;69648957	69626392;69626392;69626625;69626625;69626840;69627151;69627151;69627151;69628174;69627804;69627804;69628190;69628190;69628378;69628378;69630353;69630353;69630951;69630951;69631307;69631307;69632030;69632030;69632838;69632568;69632568;69632838;69632838;69633397;69633383;69633383;69633735;69633735;69634283;69634283;69634511;69634511;69634797;69634797;69635086;69635086;69635633;69635633;69635870;69635870;69636527;69636527;69636968;69636968;69637254;69637254;69637805;69637805;69638104;69638104;69638338;69638338;69638939;69638939;69649049;69649463	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7067	9902	3256	13240	6811	1366	2875	Polr2a	protein_coding	726.43533	626.0532	1073.0831	698.65102	127.73324	222.31183	0.21451728	0.61904588	-0.79897049	-1.4180164	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000070394.11	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69729340;69729350;69729381;69729389;69729464;69729746;69729746;69729746;69730014;69730014;69730014;69730014;69730192;69730192;69730192;69730192	69729399;69729475;69729475;69730094;69729777;69729777;69729777;69729777;69730094;69730273;69730094;69730094;69730438;69730399;69730444;69730439	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1105	379	182	441	238	866	645	Tmem256	protein_coding	27.804382	34.994374	35.742421	24.413294	80.978762	49.875177	-0.33074808	0.54810375	0.69811239	0.15000864	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000019461.13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69737202;69737443;69737443;69737502;69737734;69737734;69737734;69738161;69738161;69738161;69738161;69738483;69738483;69738483;69738483;69738629;69738629;69738629;69738629;69739040;69739040;69739040;69739040;69740838;69740838;69740838;69741170;69741170;69741170	69737348;69737517;69737517;69737901;69737901;69737901;69737901;69738399;69738399;69738399;69738399;69738525;69738525;69738525;69738525;69738849;69738849;69738849;69738849;69739201;69739201;69739201;69739201;69740999;69740999;69740999;69741869;69742884;69741862	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3148	66	75	183	125	65	110	Plscr3	protein_coding	4.841924	14.420759	14.831889	12.822108	6.0780826	8.5058441	-1.5549721	0.20855525	-0.47815754	-0.6867128	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000001583.14	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	69741831;69742045;69742624;69742624;69742801;69742801;69742901;69743639;69743639;69743639;69743943;69743943;69743943;69744407;69744407;69745306;69745784;69745784;69745966;69746346;69746346;69746346;69746346;69746407;69746737;69746737;69746737;69746737;69747204;69747204;69747204;69747204;69747519;69747519;69747519;69747519;69747738;69747738;69747738;69747738;69749231;69749231;69749231;69749475;69749533;69749533	69742541;69742541;69742719;69742719;69743111;69743111;69743111;69743718;69743718;69743718;69744036;69744122;69744107;69744501;69744501;69746057;69746057;69746057;69746057;69746629;69746428;69746629;69746629;69746629;69746892;69746892;69746892;69746892;69747395;69747395;69747395;69747395;69747589;69747589;69747589;69747589;69747951;69747951;69747951;69747951;69749335;69749335;69749335;69749534;69749556;69749556	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3329	32	135	322	148	90	95	Tnk1	protein_coding	2.3475995	25.957365	26.097641	15.181376	8.4158067	7.3459563	-3.4122518	0.77766245	0.19368606	-0.5839764	True	0.1	True	True	True	True	True	True	50-100%	False
