gene_id	gene_id_base	featurecounts_gene_length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	CLIP-35L33G_raw	CLIP-35L33G_cpm	RNA-control_raw	RNA-control_cpm	RNA-siLin28a_raw	RNA-siLin28a_cpm	RNA-siLuc_raw	RNA-siLuc_cpm	RPF-siLin28a_raw	RPF-siLin28a_cpm	RPF-siLuc_raw	RPF-siLuc_cpm	total_CLIP_enrichment_featureCounts	delta_rd	rna_expression_cpm	log_rna_expression	log_featurecounts_gene_length	response_eligible	baseline_eligible	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds	chrom	strand	transcript_length	cds_length	utr_length	clip_points_5utr_cpm	rna_control_reads_5utr_cpm	E_5utr	clip_points_cds_cpm	rna_control_reads_cds_cpm	E_cds	clip_points_3utr_cpm	rna_control_reads_3utr_cpm	E_3utr	clip_points_total	rna_control_total	clip_points_total_cpm	rna_control_total_cpm	total_CLIP_amount_point	f_5utr	raw_f_5utr	f_cds	raw_f_cds	f_3utr	raw_f_3utr	has_all_regions	composition_eligible	log_transcript_length	pred_M1	pred_M2
ENSMUSG00000038949.9	ENSMUSG00000038949	8859	393	141	387	376	146	179	393.0	28.83145665982806	141.0	27.11102599658978	387.0	31.36579815014735	376.0	38.56890093095684	146.0	13.652308614737647	179.0	13.841328117962139	0.0884476081589368	0.2776950415667135	32.34857502589799	5.0200832187755715	13.113090983442381	True	True	Cnst	ENSMUST00000040706.9	224	0	168	56	8	92	2277	299	2133	chr1	+	4709	2133	2576	0.0	0.9995969125450163	0.09094241613369947	8.93518258992437	11.495364494267687	0.7792064315348625	11.913576786565825	6.997178387815113	1.6927257749631173	392	156	20.848759376490193	19.492139794627818	0.0965898344113389	0.03548453573601488	0.0	0.30403611033252065	0.42857142857142855	0.6604793539314644	0.5714285714285714	True	True	12.201511344500146	-0.0734607842581907	-0.06454971051845526
ENSMUSG00000038936.14	ENSMUSG00000038936	7562	701	175	579	448	505	561	701.0	51.42710208279763	175.0	33.648436520590145	579.0	46.927124364173935	448.0	45.95443515177837	505.0	47.22202637289392	561.0	43.37980488366905	0.6105107893680093	0.09201336792227431	42.176665345514145	5.401789680708739	12.884742903579696	True	True	Sccpdh	ENSMUST00000040538.10	142	0	542	41	13	151	515	146	1287	chr1	+	1948	1287	661	0.0	1.6243449828856513	0.05799303561208055	28.826600974636953	18.86739172428718	1.5250700462730098	7.552356712912264	5.122934176793208	1.465145156703981	684	205	36.37895768754922	25.614670883966042	0.504472818904586	0.01902528668412886	0.0	0.5003168835272623	0.7923976608187134	0.4806578297886088	0.20760233918128654	True	True	10.92851837525789	0.14920253965219155	0.11102386182985195
ENSMUSG00000026491.14	ENSMUSG00000026491	15116	8231	2752	6896	6016	1124	2158	8231.0	603.84661518332	2752.0	529.1456988837949	6896.0	558.9109665204551	6016.0	617.1024148953095	1124.0	105.10407454085697	2158.0	166.86919596962176	0.1904833909815534	-0.5235242633905608	568.3863600998532	9.150981924200302	13.88388424169091	True	True	Ahctf1	ENSMUST00000027768.14	1120	26	7184	215	115	2903	1442	335	6729	chr1	-	8506	6729	1777	1.382825877012105	14.36920561783461	0.10248149872059234	382.0854269405754	362.7287296397727	1.0533494062612423	59.567883932829126	26.86416702464731	2.2128584160707847	8330	3233	443.03613675041663	403.96210228225465	0.13317293526010315	0.030421772076200185	0.00312124849939976	0.3126882018114097	0.8624249699879952	0.65689002611239	0.13445378151260504	True	True	13.054434738760843	-0.5403214105293901	-0.5252958525536335
ENSMUSG00000026496.12	ENSMUSG00000026496	5293	5971	6829	20299	14103	1020	2486	5971.0	438.0473987680238	6829.0	1313.0581314234864	20299.0	1645.205004263155	14103.0	1446.641515503416	1020.0	95.37914237693425	2486.0	192.23207654331773	-1.5835524581333862	-1.195889748166614	1468.301550396686	10.520030827467721	12.3701424794954	True	True	Parp1	ENSMUST00000027777.12	976	32	4804	614	141	7696	726	105	3042	chr1	+	3873	3042	831	1.7019395409379752	17.61789558360591	0.10170166837450387	255.50367358331349	961.6122298683056	0.2657797890521941	51.909155998608234	76.71906303783	0.6770345008373251	5812	8451	309.11476912285974	1055.9491884897413	-1.7719958999587995	0.09736727100228434	0.0055058499655884375	0.25445258825333594	0.8265657260839642	0.6481801407443797	0.16792842395044735	True	True	11.919608238603253	-0.904671492116429	-0.8789332580424732
ENSMUSG00000060743.13	ENSMUSG00000060743	3504	2574	918	3077	2929	6312	7392	2574.0	188.83503674910287	918.0	176.51008414801004	3077.0	249.38646229458237	2929.0	300.44763517758673	6312.0	590.2285751796167	7392.0	571.592723173051	0.09732254388580971	0.31491038564642704	242.11472720672637	7.920142776616084	11.775198728897985	True	True	H3f3a	ENSMUST00000161308.8	2224	246	97	991	247	1608	2248	185	408	chr1	-	2841	408	2433	13.083660220960683	30.862554674827372	0.425793683997239	5.159004233468237	200.91897942154824	0.02616172984561724	118.28479809518927	123.82506754151387	0.9552933917549115	2567	2846	136.52746254961818	355.6066016378895	-1.3804402509302165	0.3025717146133028	0.09583171016751071	0.018590692521145417	0.03778730035060382	0.6788375928655518	0.8663809894818855	True	True	11.47269083924278	-0.5364390790102488	-0.44491883036121443
ENSMUSG00000038806.8	ENSMUSG00000038806	3471	980	806	2136	1558	596	993	980.0	71.89523543672138	806.0	154.97508477483234	2136.0	173.11975413104582	1558.0	159.81475438944352	596.0	55.73134201632629	993.0	76.78457441975645	-1.1069935746872896	-0.5769193522161296	162.63653109844054	7.346394333340202	11.761551232444479	True	True	Sde2	ENSMUST00000038091.8	479	0	490	384	7	470	1823	46	1344	chr1	+	3213	1344	1869	0.0	0.8746472984768892	0.10260121805731472	26.060949220612745	58.7263186120197	0.44471504996179384	25.475907503415314	47.98065180216078	0.5319376203270588	969	861	51.53685672402806	107.58161771265738	-1.060298901330334	0.09506680417389027	0.0	0.4120578621618576	0.5056759545923633	0.49287533366425224	0.49432404540763675	True	True	11.650154213675094	-0.44348500681086117	-0.463053120370205
ENSMUSG00000066652.6	ENSMUSG00000066652	2611	3478	2169	7589	3992	6561	3716	3478.0	255.15472331522136	2169.0	417.0483360752002	7589.0	615.0776283242072	3992.0	409.48684179888227	6561.0	613.5123069951625	3716.0	287.34287869467767	-0.7086228333415266	0.5072184596515901	480.53760206609655	8.90880571005317	11.350939181546432	True	True	Lefty2	ENSMUST00000085797.6	2954	20	492	1063	42	1965	1293	76	1104	chr1	+	2473	1104	1369	1.0637122130862344	5.247883790861335	0.21760237480755093	26.167320441921365	245.52599164386962	0.10694031305940156	157.11029387283682	132.82143975441903	1.1827308985163945	3466	3070	184.34132652784442	383.59531518914997	-1.0567992031869187	0.1443682001551428	0.005770340450086555	0.07094950380972397	0.14195037507212926	0.7846822960351333	0.8522792844777842	True	True	11.27262978497637	-0.5282500956070537	-0.44958890370507576
ENSMUSG00000026520.9	ENSMUSG00000026520	2958	905	1304	2848	2082	840	1746	905.0	66.39304905125799	1304.0	250.72892127342607	2848.0	230.82633884139443	2082.0	213.56503121875573	840.0	78.54752901629881	1746.0	135.01094354168657	-1.9154282651289776	-0.8927531077654006	231.70676377785875	7.856778852436668	11.530893981193922	True	True	Pycr2	ENSMUST00000027802.9	601	19	270	470	49	1007	449	171	960	chr1	+	1580	960	620	1.0105266024319226	6.122531089338224	0.17846863060832516	14.360114876664163	125.82426136660392	0.11483184193208297	31.96455200324134	58.7263186120197	0.5450715387226311	890	1526	47.33519348233743	190.67311106796186	-2.007828105008564	0.21287522509184842	0.021348314606741574	0.13697003286057277	0.30337078651685395	0.6501547420475788	0.6752808988764045	True	True	10.62662165235837	-0.5482094807528554	-0.49324410596466767
ENSMUSG00000038793.9	ENSMUSG00000038793	1758	1024	1105	1321	1744	1508	1819	1024.0	75.12318478285988	1105.0	212.4658420300121	1321.0	107.0651662954642	1744.0	178.89405112656578	1508.0	141.01151637687926	1819.0	140.65573098644205	-1.4986604903436884	0.743717671591168	166.14168648401403	7.377138385016049	10.78053976747196	True	True	Lefty1	ENSMUST00000037361.9	576	20	416	233	57	1468	428	88	1104	chr1	+	1620	1104	516	1.0637122130862344	7.12212800188324	0.16113148545453435	22.12521403219368	183.42603345201047	0.12110115177749574	30.634911736883552	29.113260077873598	1.0520877045202657	1012	1758	53.82383798216346	219.66142153176733	-2.026943059813661	0.12075922131482196	0.019762845849802372	0.0907586791478122	0.41106719367588934	0.7884820995373658	0.5691699604743083	True	True	10.66266837551754	-0.5152331438326127	-0.45130083572884816
ENSMUSG00000026519.17	ENSMUSG00000026519	4492	553	178	253	221	216	174	553.0	40.56945428214992	178.0	34.22526686094312	253.0	20.505289229941287	221.0	22.669486983354954	216.0	20.19793603276255	174.0	13.454698840924092	0.24467469569867545	0.7266270490224591	25.80001435807979	4.694880992580071	12.133463346523438	True	True	Tmem63a	ENSMUST00000027800.15	433	0	141	58	5	166	779	115	2412	chr1	+	3306	2412	894	0.0	0.6247480703406352	0.13797898068635012	7.499171102257953	20.741635935309084	0.36461490479179387	23.029369413316974	7.247077615951367	3.148104678124048	574	229	30.528540515574928	28.613461621601086	0.09314935387274927	0.03779522693602083	0.0	0.09987537958544121	0.2456445993031359	0.862329393478538	0.7543554006968641	True	True	11.691307330191115	0.02264230210556982	0.0871838543056839
ENSMUSG00000026516.9	ENSMUSG00000026516	13488	2594	1323	2866	2737	285	831	2594.0	190.3022864518931	1323.0	254.3821800956615	2866.0	232.2852131739594	2737.0	280.75287725539596	285.0	26.650054487672808	831.0	64.25778584372368	-0.41851383291094574	-0.9932765515035603	255.80675684167227	7.999474429896437	13.719495778353325	True	True	Nvl	ENSMUST00000027797.9	466	64	2024	434	22	1257	6730	97	2565	chr1	-	9392	2565	6827	3.4038790818759503	2.7488915094987947	1.2299096228105884	107.64767596432692	157.06166488363567	0.6855849741990488	24.78449456490926	54.22813250556713	0.4580406764830226	2554	1713	135.83604961111214	214.0386888987016	-0.6556173712046549	0.5181762565511719	0.025058731401722788	0.288845496359618	0.7924823805794832	0.19297824708921021	0.18245888801879404	True	True	13.197370293859827	-0.6236647109396166	-0.5991312140406527
ENSMUSG00000062169.14	ENSMUSG00000062169	3783	2220	390	1080	843	711	684	2220.0	162.86471700971578	390.0	74.98794424588662	1080.0	87.53245995389956	843.0	86.47229650211867	711.0	66.48487277451005	684.0	52.89088509880504	1.117906445427671	0.3118903007016771	82.99756690063494	6.376734330345351	11.885696373339394	True	True	Cnih4	ENSMUST00000134115.8	1274	8	922	239	11	237	2789	62	417	chr1	+	3268	417	2851	0.4254848852344938	1.3744457547493973	0.3563948578927593	49.0371330232754	29.613058534146106	1.6537218128119406	67.75846797359313	29.86295776228236	2.264745306920733	2204	487	117.22108588210303	60.850462051177864	0.9447532666069547	0.08336990989606799	0.003629764065335753	0.38684800151852794	0.41833030852994557	0.5297820885854041	0.5780399274047187	True	True	11.674633661767267	0.055919380820986686	0.053620835855850646
ENSMUSG00000038733.15	ENSMUSG00000038733	8297	3623	1174	2967	2529	479	601	3623.0	265.79228366045055	1174.0	225.7329398581305	2967.0	240.47111915112967	2529.0	259.41688950635603	479.0	44.79079333191324	601.0	46.472839099973434	0.23558597790502447	0.05629573774304614	241.8736495052054	7.918706138935701	13.01854794187165	True	True	Wdr26	ENSMUST00000162819.9	1674	1	1906	510	45	783	4581	541	1923	chr1	-	7045	1923	5122	0.053185610654311724	5.6227326330657155	0.02676791324641161	101.37177390711814	97.83554781534346	1.036107686847703	89.03271223531783	63.724303174744776	1.3965324774683567	3581	1338	190.45767175309027	167.18258362315396	0.18794044232269796	0.010883884415367697	0.00027925160569673273	0.4212833552513145	0.5322535604579727	0.5678327603333179	0.46746718793633063	True	True	12.782588759494963	-0.3850178583356826	-0.40193888930829613
ENSMUSG00000004880.12	ENSMUSG00000004880	4761	18368	1610	3100	2978	5551	6140	18368.0	1347.522127042549	1610.0	309.5656159894294	3100.0	251.25057949730433	2978.0	305.4739015223125	5551.0	519.0682542493746	6140.0	474.78075220272365	2.121632915813959	0.41045720242728856	288.76336566968206	8.174243439305664	12.217351905270334	True	True	Lbr	ENSMUST00000005003.12	10025	211	10108	613	75	1498	1526	106	1878	chr1	-	3510	1878	1632	11.222163848059772	9.371221055109528	1.195428106067876	537.6001524937828	187.1745218740543	2.8711868924455004	533.185746809475	76.59411342376187	6.953411715745174	20344	2186	1082.0080631513176	273.1398563529257	1.9856047350349502	0.1084777865847766	0.010371608336610303	0.2605426435791249	0.49685410931970114	0.6309795698360985	0.49277428234368853	True	True	11.777666280880755	0.10252046710051113	0.1460620310229409
ENSMUSG00000022995.17	ENSMUSG00000022995	21452	20508	5625	15781	12110	2431	4072	20508.0	1504.517845241104	5625.0	1081.5568881618262	15781.0	1279.0275467893418	12110.0	1242.205825196509	2431.0	227.3202893316933	4072.0	314.8708832197868	0.4761541712331278	-0.5119972526004642	1200.9300867158925	10.230056576764863	14.388891788695602	True	True	Enah	ENSMUST00000078719.13	4446	8	4912	500	77	2852	350	127	2412	chr1	-	2889	2412	477	0.4254848852344938	9.621120283245782	0.054056000741001	261.24771953397914	356.3562993222983	0.73318305786953	236.46322496906993	62.47480703406352	3.780486687562508	9366	3429	498.13642938828355	428.4522266396076	0.21735947762971655	0.011834335891617516	0.0008541533205210335	0.16051380897458872	0.5244501387999145	0.8276518551337937	0.4746957078795644	True	True	11.496853777388042	-0.40774909270646503	-0.34529163567235704
ENSMUSG00000026511.8	ENSMUSG00000026511	5541	1162	341	779	860	279	336	1162.0	85.24720773211249	341.0	65.56638202012138	779.0	63.13683917045163	860.0	88.21610319314597	279.0	26.08900070898496	336.0	25.981487416956863	0.3781889838352078	0.4878461227913551	72.30644146123966	6.178046143726326	12.436190995481416	True	True	Srp9	ENSMUST00000027792.6	1115	8	20	261	66	200	955	154	258	chr1	+	1367	258	1109	0.4254848852344938	8.246674528496385	0.06295739500089953	1.0637122130862344	24.989922813625405	0.04638165775680528	59.30195587955757	32.61184927178115	1.8159155535972895	1143	527	60.7911529778783	65.84844661390295	-0.11510604711801734	0.03270081515093434	0.00699912510936133	0.024091181292960402	0.017497812773403325	0.9432080035561053	0.9755030621172354	True	True	10.417852514885897	0.020869590592632013	0.1109267314496143
ENSMUSG00000038633.6	ENSMUSG00000038633	2591	8106	1068	2212	1614	4396	3375	8106.0	594.676304540881	1068.0	205.35160116565876	2212.0	179.27944575743135	1614.0	165.55905878341582	4396.0	411.0654018519637	3375.0	260.9747620006828	1.5335485985620576	0.5404583810054608	183.39670190216862	7.519610322640782	11.339850002884624	True	True	Degs1	ENSMUST00000035295.6	6175	25	1884	406	28	754	978	101	969	chr1	-	2048	969	1079	1.3296402663577929	3.4985891939075566	0.39727798571122996	100.20169047272329	94.21200900736778	1.063509212966586	328.42114579037485	50.729543311659576	6.463192946197823	8084	1188	429.95247652945596	148.4401415129349	1.5336598554584286	0.05013616622552314	0.0030925284512617517	0.13421401789533094	0.2330529440870856	0.8156498158791459	0.7638545274616526	True	True	11.000704269011246	0.16959554814241162	0.24310581464026645
ENSMUSG00000047539.10	ENSMUSG00000047539	5318	1065	383	1041	925	542	795	1065.0	78.13104667357986	383.0	73.64200678506302	1041.0	84.37156556667543	925.0	94.88359936472096	542.0	50.681858008135656	795.0	61.474055049049724	0.08525458940611393	-0.10879676325662035	84.2990572388198	6.399154978600914	12.376939321619846	True	True	Fbxo28	ENSMUST00000051431.10	636	0	421	193	5	205	3792	29	1104	chr1	-	4925	1104	3821	0.0	0.6247480703406352	0.13797898068635012	22.391142085465233	25.614670883966042	0.8746424244336416	33.82604837614225	24.115275515148515	1.4010184750910186	1057	403	56.217190461607494	50.3546944694552	0.15858685431650768	0.057166349386921556	0.0	0.3623748644545833	0.39829706717123936	0.580458786158495	0.6017029328287606	True	True	12.266200912498961	-0.189400542430135	-0.19210160073651303
ENSMUSG00000026510.11	ENSMUSG00000026510	4418	608	333	796	777	122	432	608.0	44.604390964823054	333.0	64.02816777918012	796.0	64.51466492898524	777.0	79.70222346636561	122.0	11.408093499986254	432.0	33.40476953608739	-0.5205416451007968	-1.2371503279189577	69.41501872484365	6.119252800767505	12.109504215757006	True	True	Trp53bp2	ENSMUST00000117245.2	185	1	417	42	11	401	707	252	3402	chr1	+	4361	3402	959	0.053185610654311724	1.3744457547493973	0.10389369033135286	22.178399642847985	50.10479524131894	0.44375043331543534	9.839337971047668	5.247883790861335	1.8585553388486828	603	454	32.070923224549965	56.72712478692967	-0.820822384643205	0.043177505419107955	0.001658374792703151	0.18441963778647905	0.6915422885572139	0.7724028567944129	0.3067993366500829	True	True	12.09077405464075	-0.345731375449086	-0.3073166692255751
ENSMUSG00000046836.14	ENSMUSG00000046836	5010	743	260	637	539	64	123	743.0	54.508326458657116	260.0	49.991962830591085	637.0	51.62794165799447	539.0	55.28892979198335	64.0	5.984573639337051	123.0	9.511080215135996	0.12454180022552377	-0.5608885370637328	52.30294476018963	5.711575980534663	12.290882822429577	True	True	Brox	ENSMUST00000057062.12	696	0	20	325	25	163	2003	194	1233	chr1	-	3430	1233	2197	0.0	3.1237403517031757	0.031019867945372127	1.0637122130862344	20.36678709310471	0.05685856836211927	37.017185015400955	40.60862457214128	0.9117769368410912	716	513	38.080897228487196	64.09915201694918	-0.7497032358240217	0.031030561910220963	0.0	0.05687817010679756	0.027932960893854747	0.9120912679829815	0.9720670391061452	True	True	11.744413410557655	-0.24888087879779908	-0.17599445675907083
ENSMUSG00000042901.11	ENSMUSG00000042901	6175	376	206	446	414	32	39	376.0	27.584294412456366	206.0	39.60901670423755	446.0	36.14766401799927	414.0	42.466821769723765	32.0	2.9922868196685255	39.0	3.0157083608967787	-0.5203988840476841	0.22095529319524118	39.407834163986855	5.304066854224433	12.59245703726808	True	True	Aida	ENSMUST00000109166.8	268	4	91	148	14	109	2894	470	915	chr1	+	4279	915	3364	0.2127424426172469	1.7492945969537783	0.1691144521442971	4.839890569542367	13.619507933425846	0.3600632466931957	14.25374365535554	18.492542882082798	0.7720161651039089	363	271	19.306376667515156	33.86134541246243	-0.8073628338313348	0.12996868247751978	0.011019283746556474	0.2767176027118208	0.25068870523415976	0.5933137148106595	0.7382920110192838	True	True	12.06339508128851	-0.26820508039625357	-0.25461940878351735
ENSMUSG00000072258.12	ENSMUSG00000072258	2384	231	154	405	384	112	208	231.0	16.94673406722718	154.0	29.610624138119334	405.0	32.824672482712344	384.0	39.38951584438146	112.0	10.47300386883984	208.0	16.08377792478282	-0.8014835484306603	-0.35186252247091415	33.94160415507105	5.089227118163764	11.219773550892874	True	True	Taf1a	ENSMUST00000192076.3	70	14	133	33	17	124	851	174	1359	chr1	+	2384	1359	1025	0.744598549160364	2.1241434391581597	0.37974104290685734	7.073686217023458	15.49375214444775	0.4600359266052393	3.7229927458018204	4.1233372642481925	0.905206595306653	217	174	11.541277511985642	21.741232847854103	-0.9078049046999921	0.2176186931286661	0.06451612903225806	0.2636333865144586	0.6129032258064516	0.5187479203568752	0.3225806451612903	True	True	11.219773550892874	-0.15720044254200544	-0.1373505104970997
ENSMUSG00000039318.13	ENSMUSG00000039318	10800	1349	863	2637	1874	198	472	1349.0	98.96599245320115	863.0	165.93486124153884	2637.0	213.72508972077145	1874.0	192.22904346971575	198.0	18.514774696699003	472.0	36.49780375239178	-0.7450243898731489	-1.1281634256520954	190.62966481067534	7.575385437971159	13.39887726862834	True	True	Rab3gap2	ENSMUST00000069652.8	60	0	1289	83	5	957	2766	125	4161	chr1	+	7052	4161	2891	0.0	0.6247480703406352	0.13797898068635012	68.55625213340781	119.57678066319755	0.5736806400785868	3.191136639258703	10.370817967654542	0.3143151422768852	1349	1045	71.74738877266651	130.57234670119274	-0.8629462363853523	0.13448574531918156	0.0	0.5591566778677204	0.955522609340252	0.3063575768130982	0.04447739065974796	True	True	12.784021324374178	-0.5744672109444539	-0.6335840158461428
ENSMUSG00000026618.12	ENSMUSG00000026618	8885	4848	857	2524	2031	1687	1777	4848.0	355.66132795635224	857.0	164.7812005608329	2524.0	204.56660085522455	2031.0	208.3336111456738	1687.0	157.74962077440009	1777.0	137.40804505932246	1.1094827801616556	0.22534701555557743	192.5604708539104	7.589916786561184	13.117318426010003	True	True	Iars2	ENSMUST00000027921.11	276	8	4489	76	12	957	2326	109	3036	chr1	-	5471	3036	2435	0.4254848852344938	1.4993953688175243	0.32855221134158885	238.75020622720533	119.57678066319755	1.9957940454581047	14.679228540590035	9.496170669177653	1.540117308257143	4773	1045	253.85491965302987	130.57234670119274	0.9586185566238332	0.08501884047049016	0.0016760946993505132	0.5164478877493962	0.9404986381730568	0.3985332717801136	0.05782526712759271	True	True	12.417852514885897	-0.14667284713217407	-0.18257180290909622
ENSMUSG00000026617.17	ENSMUSG00000026617	2308	426	395	1390	1002	447	828	426.0	31.252418669431947	395.0	75.94932814647491	1390.0	112.65751790363001	1002.0	102.78201790643287	447.0	41.79850651224472	828.0	64.02580827750084	-1.2783587591621086	-0.7462390669205153	97.12962131884592	6.603323997396773	11.173052457774116	True	True	Bpnt1	ENSMUST00000027916.13	157	12	247	135	33	307	1154	122	924	chr1	+	2200	924	1276	0.6382273278517406	4.1233372642481925	0.17479715250331884	13.136845831614995	38.359531518915	0.3441759508980214	8.350140872726941	16.86819789919715	0.4979987222524531	416	475	22.12521403219368	59.35106668236034	-1.4195053828175666	0.17188003452400935	0.028846153846153848	0.33843213962860447	0.59375	0.4896878258473861	0.37740384615384615	True	True	11.103943429891558	-0.3803317032713995	-0.3811613836443294
ENSMUSG00000026615.15	ENSMUSG00000026615	18102	13174	4443	9697	10089	2892	7994	13174.0	966.4773792279259	4443.0	854.2857340627546	9697.0	785.9280223823743	10089.0	1034.8979826926159	2892.0	270.427921327543	7994.0	618.142888128432	0.17799767371514538	-0.7954209315234197	891.7039130459149	9.80058271967946	14.143941177768493	True	True	Eprs	ENSMUST00000046514.13	50	21	12791	59	165	5126	216	154	4536	chr1	+	4906	4536	370	1.1168978237405462	20.61668632124096	0.058739984033684606	680.2971458793012	640.4917217132191	1.0621385241439354	2.6592805327155857	7.372027230019494	0.3692813807784246	12862	5350	684.0733242357574	668.4804352644795	0.03326071700168175	0.039418578146561065	0.0016327165293111491	0.7127681613333677	0.9944798631628051	0.24781326052007116	0.0038874203078836885	True	True	12.260625556068227	-0.5112289411452471	-0.6016081894440466
ENSMUSG00000001305.6	ENSMUSG00000001305	3239	954	586	1588	1438	634	1233	954.0	69.98781082309407	586.0	112.67419314894758	1588.0	128.70513556184494	1438.0	147.50553068807432	634.0	59.284682614682666	1233.0	95.34277971758277	-0.6862014963946247	-0.48798854047899204	129.62828646628896	7.019349274570708	11.661778097771988	True	True	Rrp15	ENSMUST00000001339.6	99	0	794	106	10	543	428	50	843	chr1	-	1321	843	478	0.0	1.2494961406812704	0.07410173099829444	42.22937485952351	67.84764043899298	0.622970490013249	5.26537545477686	13.244659091221466	0.4020616351530757	893	659	47.49475031430037	82.3417956708957	-0.7925734751595441	0.06741829539931495	0.0	0.5667830960890223	0.8891377379619261	0.3657986085116627	0.11086226203807391	True	True	10.368506461507693	-0.1871235034787183	-0.24544686126533471
ENSMUSG00000039224.2	ENSMUSG00000039224	3212	114	82	222	178	36	68	114.0	8.363323305904322	82.0	15.766695969647955	222.0	17.992783434968246	178.0	18.258681823697657	36.0	3.366322672127091	68.0	5.258158167717461	-0.9067055522711632	-0.6072831081846995	17.339387076104618	4.124277430999722	11.649705265471413	True	True	D1Pas1	ENSMUST00000045108.2	19	2	93	25	7	59	772	460	1980	chr1	+	3212	1980	1232	0.10637122130862345	0.8746472984768892	0.21173938678240428	4.946261790850991	7.372027230019494	0.6753537742176865	1.0105266024319226	3.1237403517031757	0.3444838855726101	114	91	6.063159614591536	11.37041488019956	-0.8961755141122385	0.17192540846035095	0.017543859649122806	0.5483650219830724	0.8157894736842105	0.2797095695565766	0.16666666666666666	True	True	11.649705265471413	-0.1283834313226384	-0.18995292176075934
ENSMUSG00000026608.14	ENSMUSG00000026608	8129	1846	898	1717	1507	228	337	1846.0	135.42714756753844	898.0	172.66454854565688	1717.0	139.16040161189403	1507.0	154.58333431636163	228.0	21.320043590138244	337.0	26.058813272364475	-0.3502253373410218	-0.13680299748297536	155.46942815797084	7.28141476566214	12.98903963696239	True	True	Kctd3	ENSMUST00000085678.8	437	3	1382	196	23	816	1033	228	2445	chr1	-	3706	2445	1261	0.15955683196293516	2.8738411235669217	0.08727999283687835	73.50251392425879	101.95888507959165	0.7211769349318202	23.242111855934223	24.490124357352897	0.9492474099243221	1822	1035	96.90418261215595	129.32285056051148	-0.4159734986208828	0.04965567357672506	0.001646542261251372	0.4102947916020745	0.7585071350164654	0.5400495348212005	0.2398463227222832	True	True	11.856036399819155	-0.33107168497593487	-0.34760716515016776
ENSMUSG00000026634.17	ENSMUSG00000026634	5559	623	394	908	901	168	279	623.0	45.70482824191573	394.0	75.75705136635726	908.0	73.59210522050076	901.0	92.42175462444712	168.0	15.709505803259761	279.0	21.57391365872311	-0.7277836144297203	-0.1268848565842773	80.5903037371017	6.334323415343904	12.44086916761087	True	True	Angel2	ENSMUST00000066632.14	263	3	353	152	12	253	1874	208	1632	chr1	+	3714	1632	2082	0.15955683196293516	1.4993953688175243	0.16228434633697386	18.77452056097204	31.612252359236138	0.5951807001017028	13.987815602083984	18.992341338355306	0.7378778407749527	619	417	32.92189299501895	52.10398906640897	-0.6607372259757023	0.10852651102608912	0.004846526655896607	0.398022891733375	0.5702746365105008	0.4934505972405359	0.42487883683360256	True	True	11.859146495425959	-0.2999981505913712	-0.31579309285502566
ENSMUSG00000026627.8	ENSMUSG00000026627	2246	293	57	107	73	148	120	293.0	21.4952081458769	57.0	10.959776466706506	107.0	8.672197421358568	73.0	7.488111084999601	148.0	13.839326540966931	120.0	9.279102648913165	0.9653889950427507	0.36244157561694634	9.040028324354891	3.1921986361086208	11.133784409179908	True	True	Pacc1	ENSMUST00000027940.6	188	0	105	21	10	36	1067	129	1050	chr1	+	2246	1050	1196	0.0	1.2494961406812704	0.07410173099829444	5.584489118702731	4.4981861064525726	1.2362459863740103	9.998894803010604	2.6239418954306677	3.707456029055246	293	67	15.583383921713333	8.37162414256451	0.8885263874605381	0.014767761902017694	0.0	0.2463719286060483	0.3583617747440273	0.7388603094919339	0.6416382252559727	True	True	11.133784409179908	0.3943202600676114	0.4213992375611251
ENSMUSG00000026626.12	ENSMUSG00000026626	9607	897	652	2092	1600	287	361	897.0	65.80614917014191	652.0	125.36446063671303	2092.0	169.5536168736647	1600.0	164.12298268492273	287.0	26.83707241390209	361.0	27.914633802147108	-0.9287937779548223	-0.10352371437049283	153.01368673176682	7.258459439937628	13.230020435705635	True	True	Ppp2r5a	ENSMUST00000067976.9	302	5	515	229	103	518	1005	625	1458	chr1	-	3088	1458	1630	0.2659280532715586	12.869810249017084	0.02821383244980708	27.390589486970537	64.7239000872898	0.4240810788914673	16.062054417602138	28.613461621601086	0.5628737708672316	822	850	43.71857195784423	106.20717195790797	-1.2786245578772188	0.02779226048268915	0.006082725060827251	0.4177444461435475	0.6265206812652068	0.5544632933737633	0.36739659367396593	True	True	11.592924155627637	-0.47367506248369695	-0.49788018201134804
