gene_id	gene_id_base	featurecounts_gene_length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	CLIP-35L33G_raw	CLIP-35L33G_cpm	RNA-control_raw	RNA-control_cpm	RNA-siLin28a_raw	RNA-siLin28a_cpm	RNA-siLuc_raw	RNA-siLuc_cpm	RPF-siLin28a_raw	RPF-siLin28a_cpm	RPF-siLuc_raw	RPF-siLuc_cpm	total_CLIP_enrichment_featureCounts	delta_rd	rna_expression_cpm	log_rna_expression	log_featurecounts_gene_length	response_eligible	baseline_eligible
ENSMUSG00000066952.12	ENSMUSG00000066952	5927	13	7	21	8	2	1	13.0	0.9537123068136508	7.0	1.3459374608236059	21.0	1.7020200546591584	8.0	0.8206149134246137	2.0	0.18701792622928284	1.0	0.07732585540760971	-0.4565241304107235	-0.27420740949341715	1.2895241429691258	0.4745909015692304	12.533329732305834	False	False
ENSMUSG00000001098.16	ENSMUSG00000001098	4039	101	135	450	276	192	322	101.0	7.409610999090672	135.0	25.95736531588383	450.0	36.47185831412482	276.0	28.311214513149174	192.0	17.953720918011154	322.0	24.89892544125033	-1.794881136464056	-0.8338433032884589	30.246812714385943	4.923473094972388	11.980139577639157	True	True
ENSMUSG00000029577.14	ENSMUSG00000029577	5294	891	549	1182	818	137	146	891.0	65.36597425930485	549.0	105.55995228459425	1182.0	95.7994145051012	818.0	83.90787489766676	137.0	12.810727946705875	146.0	11.289574889511018	-0.6906114932854371	-0.010140988329052636	95.08908056245407	6.5727241818457465	12.370414968879698	True	True
ENSMUSG00000098731.3	ENSMUSG00000098731	72	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	6.189824558880018	False	False
ENSMUSG00000029575.18	ENSMUSG00000029575	3670	100	82	144	150	26	40	100.0	7.336248513951161	82.0	15.766695969647955	144.0	11.670994660519941	150.0	15.386529626711507	26.0	2.4312330409806773	40.0	3.0930342163043885	-1.0933548472351946	0.06068997664192553	14.274740085626467	3.8454639653396607	11.841957399099547	False	False
ENSMUSG00000041939.15	ENSMUSG00000041939	2675	61	186	447	331	203	218	61.0	4.475111593510207	186.0	35.76348110188439	447.0	36.228712592030654	331.0	33.95294204294339	203.0	18.98231951227221	218.0	16.85703647885892	-2.970636692391473	0.07702169473501538	35.31504524561948	5.146290480337269	11.38586240064146	True	True
ENSMUSG00000086302.2	ENSMUSG00000086302	473	0	1	0	0	0	0	0.0	0.0	1.0	0.192276780117658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5473352190182752	0.0	0.06409226003921933	-2.607420903972246	8.888743248898258	False	False
ENSMUSG00000041930.8	ENSMUSG00000041930	3141	5	21	62	29	18	21	5.0	0.36681242569755806	21.0	4.037812382470818	62.0	5.025011589946087	29.0	2.9747290611642248	18.0	1.6831613360635456	21.0	1.623842963559804	-3.1479533631229657	-0.6882870937343303	4.012517677860377	2.040021880357103	11.617467465294196	False	False
ENSMUSG00000014158.13	ENSMUSG00000014158	4076	3	7	32	9	10	22	3.0	0.22008745541853483	7.0	1.3459374608236059	32.0	2.5935543690044316	9.0	0.9231917776026904	10.0	0.9350896311464142	22.0	1.7011688189674137	-2.175467112412568	-2.1956123180241494	1.620894535810243	0.7831586852190463	11.993292241488547	False	False
ENSMUSG00000011884.14	ENSMUSG00000011884	1762	182	138	338	208	219	199	182.0	13.351972295391112	138.0	26.534195656236804	338.0	27.39441802260931	208.0	21.33598774903996	219.0	20.478462922106473	199.0	15.387845226114333	-0.9854619999306644	0.050894933099456176	25.088200475962026	4.654676149982843	10.783816759320182	True	True
ENSMUSG00000002486.16	ENSMUSG00000002486	7397	126	114	292	250	31	39	126.0	9.243673127578461	114.0	21.919552933413012	292.0	23.666183617165437	250.0	25.64421604451918	31.0	2.898777856553884	39.0	3.0157083608967787	-1.236723467930948	0.06015253973278561	23.74331753169921	4.575513079577654	12.852919585123995	True	True
ENSMUSG00000107340.2	ENSMUSG00000107340	567	6	0	18	0	0	0	6.0	0.44017491083706967	0.0	0.0	18.0	1.4588743325649927	0.0	0.0	0.0	0.0	0.0	0.0	2.433426633457555	-3.962432725878313	0.48629144418833087	-0.7703100913972707	9.149747119504681	False	False
ENSMUSG00000098656.3	ENSMUSG00000098656	64	0	1	2	3	0	0	0.0	0.0	1.0	0.192276780117658	2.0	0.16209714806277697	3.0	0.30773059253423013	0.0	0.0	0.0	0.0	-1.5473352190182752	0.6375145526266864	0.22070150690488835	-1.640696962189493	6.022367813028454	False	False
ENSMUSG00000041890.18	ENSMUSG00000041890	17362	375	361	1175	733	174	327	375.0	27.51093192731685	361.0	69.41191762247453	1175.0	95.23207448688147	733.0	75.18884144253023	174.0	16.27055958194761	327.0	25.285554718288378	-1.3320207622879405	-0.9734297804025047	79.94427785062874	6.322726366940709	14.083728619451383	True	True
ENSMUSG00000092183.2	ENSMUSG00000092183	1247	6	2	3	0	9	4	6.0	0.44017491083706967	2.0	0.384553560235316	3.0	0.2431457220941655	0.0	0.0	9.0	0.8415806680317728	4.0	0.30930342163043884	0.15677049038658245	-0.5769073962144363	0.20923309410982716	-1.69323337021315	10.285402218862249	False	False
ENSMUSG00000041870.18	ENSMUSG00000041870	5983	615	491	1578	1216	220	307	615.0	45.11792836079963	491.0	94.40789903777008	1578.0	127.89464982153103	1216.0	124.7334668405413	220.0	20.571971885221114	307.0	23.73903761013618	-1.063540018681832	-0.24172872778825735	115.67867189994747	6.855225702358032	12.546894459887637	True	True
ENSMUSG00000072694.9	ENSMUSG00000072694	2693	517	200	615	438	886	572	517.0	37.9284048171275	200.0	38.4553560235316	615.0	49.844873029303926	438.0	44.928666509997605	886.0	82.8489413195723	572.0	44.230389293152754	-0.019853866714695835	0.7544347011070852	44.40963185427771	5.47604566298367	11.395534135462302	True	True
ENSMUSG00000082052.2	ENSMUSG00000082052	643	28	6	4	4	3	6	28.0	2.054149583906325	6.0	1.1536606807059482	4.0	0.32419429612555395	4.0	0.41030745671230684	3.0	0.2805268893439243	6.0	0.4639551324456583	0.7809715168286402	-0.30094048422565584	0.6293874778479364	-0.4552426632442645	9.330916878114618	False	False
ENSMUSG00000107256.2	ENSMUSG00000107256	3201	5	2	5	0	0	0	5.0	0.36681242569755806	2.0	0.384553560235316	5.0	0.4052428701569425	0.0	0.0	0.0	0.0	0.0	0.0	-0.05381317959713574	-2.3369770578483573	0.26326547679741946	-1.460903830206852	11.644757592516257	False	False
ENSMUSG00000098343.3	ENSMUSG00000098343	117	3031	1093	1750	1806	635	487	3031.0	222.36169245785968	1093.0	210.1585206686002	1750.0	141.83500455492984	1806.0	185.25381670560654	635.0	59.37819157779731	487.0	37.65769158350593	0.08139266123923108	1.0406416051951892	179.0824473097122	7.485285507864886	6.882643049361842	True	True
ENSMUSG00000029564.13	ENSMUSG00000029564	3964	19	0	6	3	2	0	19.0	1.3938872176507204	0.0	0.0	6.0	0.486291444188331	3.0	0.30773059253423013	2.0	0.18701792622928284	0.0	0.0	3.90099932957553	0.9971390504746185	0.2646740122408537	-1.455320702307176	11.953105150591341	False	False
ENSMUSG00000107108.3	ENSMUSG00000107108	4359	1	1	8	3	0	4	1.0	0.0733624851395116	1.0	0.192276780117658	8.0	0.6483885922511079	3.0	0.30773059253423013	0.0	0.0	4.0	0.30930342163043884	-0.7535434793898815	-2.9093420867802586	0.38279865496766535	-1.050506438003587	12.090112419664289	False	False
ENSMUSG00000080707.2	ENSMUSG00000080707	345	4	0	0	1	0	0	4.0	0.2934499405580464	0.0	0.0	0.0	0.0	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	1.9761800903634021	1.0184694167773019	0.0341922880593589	-2.8976263316817077	8.434628227636725	False	False
ENSMUSG00000029561.18	ENSMUSG00000029561	6374	10	4	6	1	2	1	10.0	0.7336248513951161	4.0	0.769107120470632	6.0	0.486291444188331	1.0	0.10257686417807671	2.0	0.18701792622928284	1.0	0.07732585540760971	-0.06013571837893829	-0.8384106479118312	0.4526584762790133	-0.8555398744409455	12.638209626633582	False	False
ENSMUSG00000087477.2	ENSMUSG00000087477	346	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.43879185257826	False	False
ENSMUSG00000041827.16	ENSMUSG00000041827	2608	0	11	14	16	10	8	0.0	0.0	11.0	2.115044581294238	14.0	1.134680036439439	16.0	1.6412298268492274	10.0	0.9350896311464142	8.0	0.6186068432608777	-4.469263830491523	1.022450538909669	1.6303181481943014	0.7910373260833847	11.349281228817452	False	False
ENSMUSG00000029559.16	ENSMUSG00000029559	3303	99	125	457	238	199	322	99.0	7.262886028811649	125.0	24.03459751470725	457.0	37.03919833234454	238.0	24.41329367438226	199.0	18.608283659813644	322.0	24.89892544125033	-1.7127594924909744	-1.0175672071671593	28.495696507144686	4.837726140668672	11.689997971419446	True	True
ENSMUSG00000029556.13	ENSMUSG00000029556	5032	25	47	68	88	12	26	25.0	1.8340621284877903	47.0	9.037008665529926	68.0	5.511303034134417	88.0	9.026764047670751	12.0	1.1221075573756971	26.0	2.0104722405978523	-2.2400877838082334	-0.08642698384076938	7.858358582445032	2.992470904492869	12.297202882496903	False	False
ENSMUSG00000086054.3	ENSMUSG00000086054	1370	0	47	10	5	1	4	0.0	0.0	47.0	9.037008665529926	10.0	0.810485740313885	5.0	0.5128843208903836	1.0	0.09350896311464142	4.0	0.30930342163043884	-6.513650018402579	-1.651791960242989	3.4534595755780653	1.8292242871859525	10.421012855779226	False	False
ENSMUSG00000086140.2	ENSMUSG00000086140	442	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.791162888555018	False	False
ENSMUSG00000106838.2	ENSMUSG00000106838	558	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	9.12670447284319	False	False
ENSMUSG00000029550.12	ENSMUSG00000029550	6648	729	290	704	481	434	295	729.0	53.48125166670396	290.0	55.76026623412083	704.0	57.0581961180975	481.0	49.3394716696549	434.0	40.58288999175438	295.0	22.811127345244866	-0.06009416646109617	0.619076658831899	54.05264467395774	5.7589598919053335	12.698921662339812	True	True
ENSMUSG00000107054.2	ENSMUSG00000107054	1315	12	4	6	7	0	0	12.0	0.8803498216741393	4.0	0.769107120470632	6.0	0.486291444188331	7.0	0.718038049246537	0.0	0.0	0.0	0.0	0.1737626378709687	0.48054994503468795	0.6578122046351668	-0.4000877201174836	10.361943773735241	False	False
ENSMUSG00000086167.4	ENSMUSG00000086167	372	61	66	2	7	4	5	61.0	4.475111593510207	66.0	12.690267487765428	2.0	0.16209714806277697	7.0	0.718038049246537	4.0	0.3740358524585657	5.0	0.38662927703804856	-1.4831675978369718	1.60423935113084	4.523467561691581	2.208975266710721	8.543031820255237	False	False
ENSMUSG00000072693.3	ENSMUSG00000072693	607	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	9.247927513443585	False	False
ENSMUSG00000072692.8	ENSMUSG00000072692	752	348	301	127	82	101	150	348.0	25.53014482855004	301.0	57.87531081541506	127.0	10.293168901986338	82.0	8.411302862602291	101.0	9.444405274578784	150.0	11.598878311141458	-1.1775970185175912	-0.5818267104846323	25.52659419333456	4.679569850267542	9.556506054671928	True	True
ENSMUSG00000029545.14	ENSMUSG00000029545	2269	57	309	770	517	266	416	57.0	4.181661652952161	309.0	59.41352505635633	770.0	62.40740200416914	517.0	53.03223878006566	266.0	24.87338418849462	416.0	32.16755584956564	-3.796974872703337	-0.6041325038332468	58.28438861353038	5.8675107537065	11.148476582178278	True	True
ENSMUSG00000046562.6	ENSMUSG00000046562	4603	451	520	1250	878	249	346	451.0	33.086480797919734	520.0	99.98392566118217	1250.0	101.31071753923563	878.0	90.06248674835136	249.0	23.283731815545714	346.0	26.754745971032964	-1.592542728975945	-0.3692828053760399	97.1190433162564	6.6031670322469	12.16867211813223	True	True
ENSMUSG00000048578.12	ENSMUSG00000048578	6007	5200	1663	5263	2897	1590	1146	5200.0	381.48492272546036	1663.0	319.75628533566527	5263.0	426.5586451271977	2897.0	297.16517552388825	1590.0	148.67925135227986	1146.0	88.61543029712074	0.25458033513909895	0.2245845648063144	347.82670199558373	8.442639594108599	12.552669097514272	True	True
ENSMUSG00000029544.17	ENSMUSG00000029544	5832	115	123	290	259	50	95	115.0	8.436685791043836	123.0	23.650043954471933	290.0	23.50408646910266	259.0	26.56740782212187	50.0	4.675448155732072	95.0	7.345956263722923	-1.4761821992311972	-0.46478006418364337	24.57384608189882	4.624910710841613	12.510022358813766	True	True
ENSMUSG00000083182.2	ENSMUSG00000083182	363	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.507794640198696	False	False
ENSMUSG00000060152.15	ENSMUSG00000060152	2296	311	179	424	356	479	536	311.0	22.815732878388108	179.0	34.41754364106078	424.0	34.364595389308725	356.0	36.517363647395314	479.0	44.79079333191324	536.0	41.446658498478804	-0.590991376275829	0.19909998979296123	35.099834225921605	5.137496729374822	11.165535141377925	True	True
ENSMUSG00000041740.17	ENSMUSG00000041740	7556	2864	2245	4450	3560	482	580	2864.0	210.11015743956122	2245.0	431.66137136414227	4450.0	360.6661544396788	3560.0	365.17363647395314	482.0	45.07132022125717	580.0	44.84899613641363	-1.0384017921402915	0.025031818145634727	385.8337207592581	8.592209293894276	12.883597907455398	True	True
ENSMUSG00000083875.2	ENSMUSG00000083875	302	50	38	9	3	2	6	50.0	3.6681242569755805	38.0	7.306517644471004	9.0	0.7294371662824963	3.0	0.30773059253423013	2.0	0.18701792622928284	6.0	0.4639551324456583	-0.9749488437822007	-1.9989560287100527	2.781228467762577	1.5266840639130905	8.243173983472952	False	False
ENSMUSG00000041733.11	ENSMUSG00000041733	3034	229	201	558	477	172	304	229.0	16.80000909694816	201.0	38.64763280364926	558.0	45.225104309514776	477.0	48.929164212942595	172.0	16.083541655718328	304.0	23.507060043913352	-1.1970841519042557	-0.43136118904764753	44.26730044203555	5.471424868974698	11.567480801143045	True	True
ENSMUSG00000082610.2	ENSMUSG00000082610	138	0	12	0	1	2	1	0.0	0.0	12.0	2.3073213614118964	0.0	0.0	1.0	0.10257686417807671	2.0	0.18701792622928284	1.0	0.07732585540760971	-4.589356839760997	1.7132073555782605	0.803299408529991	-0.14672383076333914	7.118941072723508	False	False
ENSMUSG00000009013.6	ENSMUSG00000009013	3890	1090	896	2599	1984	2654	4096	1090.0	79.96510880206766	896.0	172.27999498542155	2599.0	210.64524390757867	1984.0	203.51249852930422	2654.0	248.1727881062583	4096.0	316.72670374956937	-1.1063467773384923	-0.4014417447461649	195.47924580743484	7.611609474383356	11.925925264972856	True	True
ENSMUSG00000086368.3	ENSMUSG00000086368	3099	0	3	1	2	0	1	0.0	0.0	3.0	0.5768303403529741	1.0	0.08104857403138849	2.0	0.20515372835615342	0.0	0.0	1.0	0.07732585540760971	-2.758794241767077	-0.07324350371368733	0.287677547580172	-1.367070911339971	11.5980525001616	False	False
ENSMUSG00000029538.15	ENSMUSG00000029538	1653	1906	434	1133	970	618	960	1906.0	139.8288966759091	434.0	83.44812257106358	1133.0	91.82803437756316	970.0	99.49955825273442	618.0	57.788539204848405	960.0	74.23282119130532	0.7440146091708478	-0.24508716256506966	91.59190506712038	6.518722467366143	10.691743519171276	True	True
ENSMUSG00000029536.9	ENSMUSG00000029536	1797	147	68	139	112	59	84	147.0	10.784285315508205	68.0	13.074821048000745	139.0	11.265751790363	112.0	11.488608787944592	59.0	5.517028823763844	84.0	6.495371854239216	-0.2755366857220175	-0.20363252983161623	11.943060542102778	3.5901301703581443	10.812177305514448	True	True
ENSMUSG00000029535.5	ENSMUSG00000029535	1088	240	88	244	224	196	171	240.0	17.606996433482784	88.0	16.920356650353902	244.0	19.775852063658792	224.0	22.977217575889185	196.0	18.327756770469723	171.0	13.22272127470126	0.05705824622706995	0.6834442456085055	19.89114209663396	4.321288990685889	10.088788238716907	True	True
ENSMUSG00000041697.9	ENSMUSG00000041697	702	621	832	2357	1229	4208	2811	621.0	45.5581032716367	832.0	159.97428105789146	2357.0	191.03148899198268	1229.0	126.0669660748563	4208.0	393.48571678641116	2811.0	217.3629795507909	-1.8097986968967852	0.2566767864994587	159.02424537491015	7.314009862132583	9.457380879072534	True	True
ENSMUSG00000107288.2	ENSMUSG00000107288	481	0	0	2	7	0	1	0.0	0.0	0.0	0.0	2.0	0.16209714806277697	7.0	0.718038049246537	0.0	0.0	1.0	0.07732585540760971	0.0	0.8156633859877147	0.29337839910310465	-1.3460103552740392	8.912889336229961	False	False
ENSMUSG00000086352.2	ENSMUSG00000086352	637	3	0	0	0	0	0	3.0	0.22008745541853483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6784661371768221	0.0	0.0	-3.321928094887362	9.31741261376487	False	False
ENSMUSG00000087292.2	ENSMUSG00000087292	612	0	0	2	7	2	1	0.0	0.0	0.0	0.0	2.0	0.16209714806277697	7.0	0.718038049246537	2.0	0.18701792622928284	1.0	0.07732585540760971	0.0	2.3368042318588502	0.29337839910310465	-1.3460103552740392	9.259743263690781	False	False
ENSMUSG00000106887.2	ENSMUSG00000106887	1904	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	10.895575282380685	False	False
ENSMUSG00000107240.2	ENSMUSG00000107240	2258	0	0	1	1	0	0	0.0	0.0	0.0	0.0	1.0	0.08104857403138849	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	0.0	0.16209260282400012	0.06120847940315507	-2.633000464724031	11.141468555393084	False	False
ENSMUSG00000054256.12	ENSMUSG00000054256	5800	39	51	231	106	42	70	39.0	2.861136920440953	51.0	9.806115786000557	231.0	18.722220601250743	106.0	10.873147602876132	42.0	3.9273764508149402	70.0	5.41280987853268	-1.7421682827301928	-1.231406943727026	13.133827996709144	3.7261585286171646	12.502085903985904	True	True
ENSMUSG00000107353.2	ENSMUSG00000107353	579	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1.0	0.08104857403138849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8563768139533017	0.027016191343796164	-2.9769156791301907	9.179909090014934	False	False
ENSMUSG00000029522.13	ENSMUSG00000029522	713	132	257	288	370	155	332	132.0	9.683848038415531	257.0	49.41513249023811	288.0	23.341989321039883	370.0	37.95343974588839	155.0	14.493889282769421	332.0	25.672183995326424	-2.33939559820043	-0.12151852159072622	36.90352051905546	5.209590630325302	9.479780264029099	True	True
ENSMUSG00000029524.17	ENSMUSG00000029524	2398	15	28	118	50	12	19	15.0	1.100437277092674	28.0	5.3837498432944235	118.0	9.563731735703842	50.0	5.128843208903835	12.0	1.1221075573756971	19.0	1.4691912527445845	-2.1916027353674656	-1.246738532146824	6.692108262634034	2.7638594548745252	11.228217442293435	False	False
ENSMUSG00000119520.1	ENSMUSG00000119520	141	70	0	9	51	101	63	70.0	5.135373959765812	0.0	0.0	9.0	0.7294371662824963	51.0	5.231420073081913	101.0	9.444405274578784	63.0	4.8715288906794125	5.710220686605189	3.6252809728381186	1.9869524131214698	1.0613977044094005	7.149747119504682	False	False
ENSMUSG00000119132.1	ENSMUSG00000119132	141	119	2	3	22	178	103	119.0	8.73013573160188	2.0	0.384553560235316	3.0	0.2431457220941655	22.0	2.2566910119176877	178.0	16.644595434406174	103.0	7.9645631069838005	4.187707566111865	3.833896579718982	0.961463431415723	0.08605466966632203	7.149747119504682	False	False
ENSMUSG00000081282.3	ENSMUSG00000081282	501	3	0	1	0	2	8	3.0	0.22008745541853483	0.0	0.0	1.0	0.08104857403138849	0.0	0.0	2.0	0.18701792622928284	8.0	0.6186068432608777	1.6784661371768221	-2.1804386422081077	0.027016191343796164	-2.9769156791301907	8.971543553950772	False	False
ENSMUSG00000029528.20	ENSMUSG00000029528	8777	397	369	782	504	222	444	397.0	29.124906600386108	369.0	70.9501318634158	782.0	63.37998489254581	504.0	51.69873954575067	222.0	20.758989811450398	444.0	34.33267980097872	-1.2816389129299333	-1.0164939681703413	62.00961876723742	5.956744807345883	13.099676554859643	True	True
ENSMUSG00000086849.2	ENSMUSG00000086849	256	6	1	1	0	0	0	6.0	0.44017491083706967	1.0	0.192276780117658	1.0	0.08104857403138849	0.0	0.0	0.0	0.0	0.0	0.0	0.8860914144392799	-0.8563768139533017	0.09110845138301549	-2.3875365149039607	8.005624549193879	False	False
ENSMUSG00000067274.11	ENSMUSG00000067274	1659	8770	4831	8207	5820	3997	5775	8770.0	643.3889946735168	4831.0	928.8891247484058	8207.0	665.1656470756053	5820.0	596.9973495164065	3997.0	373.7553255692218	5775.0	446.55681497894614	-0.5297462328949512	-0.41265106322416034	730.3507071134726	9.512643108933002	10.696967526234287	True	True
ENSMUSG00000041638.19	ENSMUSG00000041638	17815	918	1525	4304	2808	642	1059	918.0	67.34676135807166	1525.0	293.2220896794285	4304.0	348.833062631096	2808.0	288.0358346120394	642.0	60.032754319599796	1059.0	81.88808087665868	-2.1206646475719175	-0.7234643590897941	310.03032897418797	8.276730809956378	14.12088584278779	True	True
ENSMUSG00000099047.3	ENSMUSG00000099047	61	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	5.954196310386875	False	False
ENSMUSG00000107121.2	ENSMUSG00000107121	768	0	3	6	6	1	2	0.0	0.0	3.0	0.5768303403529741	6.0	0.486291444188331	6.0	0.6154611850684603	1.0	0.09350896311464142	2.0	0.15465171081521942	-2.758794241767077	-0.10886952071892247	0.5595276565365884	-0.6004949363785587	9.586839787961827	False	False
ENSMUSG00000029518.16	ENSMUSG00000029518	2820	942	505	908	1062	258	437	942.0	69.10746100141992	505.0	97.09977395941729	908.0	73.59210522050076	1062.0	108.93662975711749	258.0	24.12531248357749	437.0	33.79139881312544	-0.4900253809264893	0.0808269935085357	93.20950297901184	6.543952112754721	11.461990950585571	True	True
ENSMUSG00000099254.3	ENSMUSG00000099254	60	0	1	0	0	0	0	0.0	0.0	1.0	0.192276780117658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5473352190182752	0.0	0.06409226003921933	-2.607420903972246	5.930737337562887	False	False
ENSMUSG00000041609.17	ENSMUSG00000041609	6157	126	90	253	169	18	21	126.0	9.243673127578461	90.0	17.30491021058922	253.0	20.505289229941287	169.0	17.335490046094968	18.0	1.6831613360635456	21.0	1.623842963559804	-0.8974326614308908	-0.19217891624530278	18.381896495541824	4.208040899494667	12.588246152044817	False	False
ENSMUSG00000083833.5	ENSMUSG00000083833	483	8	40	0	3	0	3	8.0	0.5868998811160928	40.0	7.69107120470632	0.0	0.0	3.0	0.30773059253423013	0.0	0.0	3.0	0.23197756622282914	-3.5036499600769124	0.2965304550533117	2.6662672657468502	1.4679405506822734	8.918863237274595	False	False
ENSMUSG00000029516.20	ENSMUSG00000029516	16417	1450	741	1903	1228	140	316	1450.0	106.37560345229183	741.0	142.4770940671846	1903.0	154.2354363817323	1228.0	125.9643892106782	140.0	13.0912548360498	316.0	24.43497030880467	-0.4212193156936948	-1.1871662684841517	140.89230655319838	7.139472631828815	14.002990771840553	True	True
ENSMUSG00000106869.2	ENSMUSG00000106869	2291	0	7	22	6	0	0	0.0	0.0	7.0	1.3459374608236059	22.0	1.7830686286905468	6.0	0.6154611850684603	0.0	0.0	0.0	0.0	-3.8539332495893905	-1.396140174487935	1.2481557581942042	0.4309871868705966	11.162391328756906	False	False
ENSMUSG00000107263.2	ENSMUSG00000107263	1865	4	8	2	4	0	0	4.0	0.2934499405580464	8.0	1.538214240941264	2.0	0.16209714806277697	4.0	0.41030745671230684	0.0	0.0	0.0	0.0	-2.0578720453441854	0.9612650673515267	0.7035396152387826	-0.3155589430471405	10.86573327085176	False	False
ENSMUSG00000085376.2	ENSMUSG00000085376	901	4	7	11	1	0	0	4.0	0.2934499405580464	7.0	1.3459374608236059	11.0	0.8915343143452734	1.0	0.10257686417807671	0.0	0.0	0.0	0.0	-1.8777531592259882	-2.2911932843496676	0.7800162131156521	-0.18439799117597605	9.81698362325538	False	False
ENSMUSG00000029513.15	ENSMUSG00000029513	3066	56	113	391	284	119	200	56.0	4.10829916781265	113.0	21.727276153295353	391.0	31.689992446272903	284.0	29.131829426573788	119.0	11.12756661064233	200.0	15.465171081521943	-2.374822931745752	-0.5923087056402045	27.516366008714016	4.787451585151916	11.58261245126702	True	True
ENSMUSG00000084992.2	ENSMUSG00000084992	1118	5	0	0	0	0	0	5.0	0.36681242569755806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.222842963473837	0.0	0.0	-3.321928094887362	10.127994320976393	False	False
ENSMUSG00000090728.2	ENSMUSG00000090728	153	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	7.266786540694901	False	False
ENSMUSG00000079278.3	ENSMUSG00000079278	2479	6	4	9	11	6	1	6.0	0.44017491083706967	4.0	0.769107120470632	9.0	0.7294371662824963	11.0	1.1283455059588439	6.0	0.5610537786878486	1.0	0.07732585540760971	-0.6861073717149597	2.464876552829992	0.8756299309039907	-0.0355940762936691	11.276124405274238	False	False
ENSMUSG00000086655.2	ENSMUSG00000086655	1599	9	8	30	24	4	7	9.0	0.6602623662556044	8.0	1.538214240941264	30.0	2.4314572209416547	24.0	2.461844740273841	4.0	0.3740358524585657	7.0	0.5412809878532681	-1.1075547577096043	-0.418745518406039	2.143838734052253	1.1659689923711738	10.643856189774725	False	False
ENSMUSG00000043913.15	ENSMUSG00000043913	4703	17	23	26	21	6	10	17.0	1.2471622473716972	23.0	4.422365942706134	26.0	2.107262924816101	21.0	2.154114147739611	6.0	0.5610537786878486	10.0	0.7732585540760971	-1.7471541231543763	-0.3713391414901712	2.894581005087282	1.58235415855008	12.199672344836364	False	False
ENSMUSG00000086122.2	ENSMUSG00000086122	347	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.442943495848729	False	False
ENSMUSG00000086055.2	ENSMUSG00000086055	337	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.321928094887362	8.400879436282183	False	False
ENSMUSG00000087124.2	ENSMUSG00000087124	506	2	0	0	0	0	0	2.0	0.1467249702790232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3029037337762213	0.0	0.0	-3.321928094887362	8.985841937003341	False	False
ENSMUSG00000084921.2	ENSMUSG00000084921	531	0	2	0	3	0	0	0.0	0.0	2.0	0.384553560235316	0.0	0.0	3.0	0.30773059253423013	0.0	0.0	0.0	0.0	-2.2766561430709724	2.0276162080935745	0.23076138425651538	-1.5961372823659588	9.055282435501189	False	False
ENSMUSG00000086715.2	ENSMUSG00000086715	602	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.09350896311464142	0.0	0.0	0.0	0.9524003919074838	0.0	-3.321928094887362	9.236014191900084	False	False
